Title;Year;Certificate;Duration;Genre;Rating;Metascore;Director;Cast;Votes;Description;Review Count;Review Title;Review;Poster
Annie;1993,0;U;126,0;Comedy, Drama, Family;6,6;39,0;John Huston;Aileen Quinn, Albert Finney, Carol Burnett, Ann Reinking;49.592;A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage.;143;One of my all time favorites;"Aileen Quinn as Annie has everyone beat.  With that darling face, that beautiful voice, she did a fabulous job creating the character.  Albert Finney as Daddy Warbucks was wonderful!  He had that stern 'businesslike' attitude which grew into heartfelt love for this little red-headed orphan girl.  Carol Burnett was awesome as the lady who ran the orphanage.  She started out gruff and tumble (and drunk) but as it turns out, she really has a love for these orphans.There is NO comparison to the newest version.  I can't see anyone else playing these parts better than Quinn, Burnett and Finney.  It just isn't the same.  If you want a beautiful musical with fun loving attributes, please see this movie!!!   Your children will love you for it.
Highly Recommended";https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg
Venom;1993,0;UA;112,0;Action, Adventure, Sci-Fi;6,6;35,0;Ruben Fleischer;Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze;539.481;A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.;3.469;Do yourself a favour...ignore the critics!;We just came out of the theatre and I can honestly say. I liked it! It was funny and it paid great homage to the Todd McFarlane bombastic Venom era of the late 90's. It truly baffles me that Sony would not take enough risks to release the film with an R rating. I wonder how much of this film was left on the cutting floor!?! Tom Hardy's performance is also on point and...just go see it.;https://m.media-amazon.com/images/M/MV5BNTFkZjdjN2QtOGE5MS00ZTgzLTgxZjAtYzkyZWQ5MjEzYmZjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UY209_CR0,0,140,209_AL_.jpg
Gypsy;1993,0;Approved;143,0;Biography, Comedy, Drama;7,1;;Mervyn LeRoy;Rosalind Russell, Natalie Wood, Karl Malden, Paul Wallace;7.027;Based on the Broadway hit about the life and times of burlesque dancer Gypsy Rose Lee and her aggressive stage mother, Mama Rose.;76;Get Off Roz's back!;"For years I have read that Rosalind Russell was miscast as Mama Rose in this film production of ""Gypsy.""  I disagree.  I thought she brought great humanity to this hard-boiled character.  Russell proves that no person's persona is black or white, but a mixture of both.  In short, her performance is excellent and very touching.";https://m.media-amazon.com/images/M/MV5BM2FiYWQzOGItZjBlNS00ZjMyLWEwZjAtYzMwYTlmNGI1MzZlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg
High Strung;1993,0;PG;96,0;Drama, Music, Romance;6,3;48,0;Michael Damian;Keenan Kampa, Nicholas Galitzine, Sonoya Mizuno, Jane Seymour;10.308;Dancer Ruby, starting at Manhattan Conservatory of the Arts, meets English violinist Johnnie, playing in a subway station. Music and dance follow.;27;Surprising Film;What a gem of a film. I wasn't expecting much when I hit the 'Play' button, but as I kept watching, I was surprised at how good it turned out to be. It was predictable at times and yet I found myself still rooting for the main characters. Have you ever started watching a movie and during the opening credits, you start scrolling through your cell phone? That's what I did in the beginning. After hearing the music, I looked up, put my cell phone down and stared enjoying the scenery in the 1st few minutes. I was hooked after that. If you have seen a lot of dance movies (Step-up, Save the Last Dance, Stomp the Yard) I suggest you give this film a chance. It might surprise you, like it did me.;https://m.media-amazon.com/images/M/MV5BMTcyNTExMDE1OV5BMl5BanBnXkFtZTgwNzg3OTMwODE@._V1_UY209_CR3,0,140,209_AL_.jpg
Never Let Me Go;1993,0;R;103,0;Drama, Romance, Sci-Fi;7,1;69,0;Mark Romanek;Keira Knightley, Carey Mulligan, Andrew Garfield, Izzy Meikle-Small;153.457;The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.;271;High quality film that was interesting and crosses into various genres;"""Never Let Me Go"" is an interesting, haunting and affecting story of love and jealousy. The story that we see occurring on the surface is fairly commonplace of friends growing up together and falling in love. But the backdrop of this film, which eventually takes over the main story, is science fiction like. It's dark and tragic and thought-provoking.The world the film is set in is 1980s England and it looks very similar to the real world. But it's not our world and I had a hard time fully realizing all the characterizations for characters in a world that I don't quite know and understand. But it's just such a well done film that my interest was piqued and the story had me captivated, or at least curious, from beginning to end.The film was incredibly well shot, making dreary England look spectacular but still getting the feeling of damp and cold across. It was also really well cast. The kids playing the younger versions of Keira Knightley, Carey Mulligan and Andrew Garfield looked and sounded just like them and were able to carry the beginning of the film. As others noted, Garfield also really stood out for me and his character moved me.I recommend ""Never Let Me Go"" because of the high quality of film-making. The science fiction elements are rather subtle so it's more for fans of romantic dramas, but it's an interesting enough film that it can cross into most genres.";https://m.media-amazon.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg
Light;1993,0;;93,0;Sci-Fi;2,6;;Matt Woollard;Christine Roche, Gia Lily, Anna Swan, Tedroy Newell;228;After crash-landing in an escape pod on a dark and misty planet, a mother is hunted by an alien creature which is drawn to the lights she must use to find her missing son.;9;A thoroughly entertaining watch;This is an intense psychological sci-fi movie about the difficult journey of a mother after crash landing on a dark alien world, having been separated from her young son during the crash. Needing to use light to search for him, knowing that the light draws the attention of the planets inhabitants, she has to try to find him.The film is cleverly written, it keeps you guessing and feeling edgy throughout, with engaging performances from the main characters that drag you in through their plight and hope for resolution.It's a movie well worth watching for any fans of sci-fi or psychological thrillers. Don't expect endless special effects to wow you, this is about the story. If you allow yourself to be immersed in this dark alien world, you'll be thoroughly entertained throughout.;https://m.media-amazon.com/images/M/MV5BNjIwNjMyNjItMGRiNi00MDM4LWFlMGYtNmU0MDcyMDY2YzZkXkEyXkFqcGdeQXVyNDk1NjA4Mzc@._V1_UY209_CR0,0,140,209_AL_.jpg
Project X;1993,0;R;88,0;Comedy;6,7;46,0;Nima Nourizadeh;Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame;233.891;Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.;242;What did you expect going to see this movie?;I know when to appreciate a movie with real meaning, and this is not the case. If you take this movie on face value - a humorous pure popcorn movie with no hidden meanings to teach you the values of life, it's pretty good. I don't see why it's getting bashed because for what it is, it was entertaining and funny. Before you go in to see this movie ask yourself what exactly you want to get out of it, if it's 1 hour and 20 minutes of mindless entertainment, then you're set. If, however you feel Project X will leave you pondering life and everything around you, this movie is not for you. Don't listen to the old people on here who knew what they were getting themselves into and still paid and saw the movie only to turn around and rate it poorly because it was below whatever expectations they have for a party movie...;https://m.media-amazon.com/images/M/MV5BMTc1MTk0Njg4OF5BMl5BanBnXkFtZTcwODc0ODkyNw@@._V1_UY209_CR0,0,140,209_AL_.jpg
The Death of Stalin;1993,0;R;107,0;Comedy, Drama, History;7,3;88,0;Armando Iannucci;Steve Buscemi, Simon Russell Beale, Jeffrey Tambor, Andrea Riseborough;113.762;Moscow, 1953. After being in power for nearly 30 years, Soviet dictator, Joseph Vissarionovich Stalin, takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.;383;The death of post-modern satire;I can't say I'm disappointed because it was exactly as expected. While I like most of Iannucci's comedy this particular subject I felt might not really work, and in an interview about the film he outlined his efforts to treat the subject of the Stalin era with the due care and attention it deserves, but in his capacity as a film director I fear he lacks the emotional maturity and imagination to give this important period proper consideration.The performances were generally good (some very), it was the overall tone of detached irony which brought the film down. In rendering a period of such horrific injustice I think it is hugely important to become immersed in the era and it's people and to find the story through an emotional connection to something/someone that jumps out during the research process. That for me is where the tragedy and comedy begins.From what I could see the jumping off point of the film (and perhaps the graphic novel though I haven't read it) came from a story about Stalin's favourite pianist, but this was changed to be less interesting than the reality and hammered into a niche to get the story going. Iancucci's emotional detachment hovers over this film like an irritating puppeteer, careening away from real stories into farce and randomised stereotyping in order to shoe-horn cross-cultural parallels into it. Having Stalin as a cockney Guy Ritchie style linchpin for example, when I suspect Stalin would have had a keen understanding of history and his place within the sociopolitical environment which would have driven him to such farcical self-aggrandisement, and in that respect could be more interesting and funnier to explore. Above all though, I just didn't get the feeling Iannucci knows how to care that much anymore. A man of the people he isn't (at least not anymore), and in this film it's nearly impossible to get purchase on any of the characters and truly follow them because the director isn't connecting with them either. There's also a whiff of blokey camaraderie about the ensemble cast which makes me think the set might have been a nauseating daily churn of egotistical one-upmanship.Without spoiling it, people die in this film, and nobody cares, not even the director. I no longer want to watch post-modern satire fumbling through world events with a sardonic detachment reserved for those unaffected by those events. In this era of absolute farce governed by mass hysteria what I want is an almost zealous commitment to a story and it's people. The world we currently live in has been labelled post-truth, but I regard it as more of a post-trust world. In this respect I'd like to see artists that defy this cynicism and immerse themselves in the real and the tangible (and us with them).Dig deep, that's all I ask for. Please.;https://m.media-amazon.com/images/M/MV5BMTcxMDc1NjcyNl5BMl5BanBnXkFtZTgwNDU0NDYxMzI@._V1_UY209_CR0,0,140,209_AL_.jpg
Lone Survivor;1993,0;A;121,0;Action, Biography, Drama;7,5;60,0;Peter Berg;Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster;307.087;Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.;359;Brutal and realistic, it opens eyes;If there is one thing that this film will accomplish is to make you feel something. I assure you you will not get bored watching it. Now, what you will feel will no doubt be up to you.For myself, I felt mostly rage against a botched mission in an ineffective war. Raytheon should be annoyed that a movie about a mission failed primarily because of communication issues showed their red flashy brand on the comms equipment.I wanted the characters to succeed, to survive, but I could not ignore the fact that they were soldiers being there only to kill an enemy commander. Having all Americans die in slow motion while scores of Taliban died instantly and kind of stupidly didn't help with the empathy. Also showing pictures of dead soldiers with their families with a pathetic American remake of Bowie's Heroes singing in the background at the end of the movie just fueled more rage. People in the field try to carry out their mission and survive, while their deaths become political and mediatic material. I didn't enjoy that.On the other hand, the fights were realistic, the subject based on real events and, outside the pathetism described above, I did not detect a bias towards one side or the other. You will witness two hours of low tech war in all of its horror and stupidity. The actors also play well, although I like Mark Wahlberg in almost everything he does.The story, while showing the preparation, courage and resilience of four soldiers in enemy territory, also showed other things, like the logistical blunders that lead to stupid deaths, over-reliance on technology that doesn't really work as you expect and how choices have consequences on the ground that are beyond the ability of normal courts to understand, whether looking from the legal or moral angle.I liked a lot about the movie how it made you think long after it was over. What would have happened if they just killed the herders? What would have happened if they tied them up, went a bit down, risked a sniper shot at the enemy commander, then just ran? What would have happened if the Pashtuni would have ignored the wounded American or would have killed the Taliban scout force when they came to them? How would the mission have gone if the four guys would have known from the get go that they would be completely alone, with no support or hope for extraction?Overall, a very emotional movie, two hours long, that shows more a general type of heroism than one with a specific purpose. Nicely directed and acted. A bit over dramatic, but then that's to be expected. Worth watching.;https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
Jerry Maguire;1993,0;U;139,0;Comedy, Drama, Romance;7,3;77,0;Cameron Crowe;Tom Cruise, Cuba Gooding Jr., RenÃ©e Zellweger, Kelly Preston;287.485;When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.;370;At the risk of my own cynical reputation...;It's all well and good to stroll through life with a healthy air of scepticism, but despite some peoples' views on these supposedly 'manipulative' romantic films, there are an elite few that really do have things to say based on something more noble than ticket sales - things that are actually worth listening to.Jerry Maguire is one of these rare beasts. No, it's not perfect, and no, it doesn't ring true for every last second of its running time, but if you come away from it with a sneer rather than a genuine desire to take a step back and look at yourself, then there's no romance in your soul at all. It's a genre that's always been particularly susceptible to the flood of lacklustre money-spinners, so to come across something that's had so much visible thought and effort thrown into it from all corners is a revelation. I'm not naive enough to think that anything making it big in the film industry these days can be purely a labour of love, but Jerry Maguire at least comes close.It's refreshing to see Tom Cruise demonstrate that, against all odds, he can act his heart out when given the right role, as can Cuba Gooding Jr. (neither of them better previously or since) - and the rest of the cast give it every bit as much passion. It's beautifully written, and shot with an easy style that makes me wish there were more directors like Cameron Crowe in this world.And on top of that, it gets better with each viewing. Even the soundtrack feels as if weeks have been spent fine-tuning it to perfection, and I'm no fan of Springsteen or Tom Petty. Deride it if you like, I'm not saying that Jerry Maguire's totally free of sentiment... I'm just suggesting that it's not necessarily a bad thing to have your heartstrings tugged and your self-awareness questioned once in a while.;https://m.media-amazon.com/images/M/MV5BYTM0ZWNmZTUtOTVkZS00MTZiLTg3M2QtZjA0Y2RmOWM1NWEyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg
Bloodshot;2019,0;UA;109,0;Action, Adventure, Sci-Fi;5,7;44,0;Dave Wilson;Vin Diesel, Eiza GonzÃ¡lez, Sam Heughan, Toby Kebbell;84.960;Ray Garrison, a slain soldier, is re-animated with superpowers.;805;Even for Vin Diesel this was terrible;Cheesy, super fake, terrible plot, terrible acting. All around awful.;https://m.media-amazon.com/images/M/MV5BYjA5YjA2YjUtMGRlNi00ZTU4LThhZmMtNDc0OTg4ZWExZjI3XkEyXkFqcGdeQXVyNjUyNjI3NzU@._V1_UY209_CR13,0,140,209_AL_.jpg
Lion;2019,0;U;118,0;Biography, Drama;8,0;69,0;Garth Davis;Dev Patel, Nicole Kidman, Rooney Mara, Sunny Pawar;251.602;A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.;513;The story of my life..;"It's the story of my life. I was born in Bangalore in 1983 and I was adopted by an Italian family when I was almost two years old. My father told me that the nuns found me on the street, and they took me to an orphanage in Solur. My father made a very difficult journey to come and get me and we stayed a month in India before returning to Italy. unfortunately I do not remember anything of that world and for me it will be very difficult to understand where I was born but one day I will come back. I have to go back
This film change my life..";https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_UY209_CR1,0,140,209_AL_.jpg
It's a Wonderful Life;2019,0;PG;130,0;Drama, Family, Fantasy;8,6;89,0;Frank Capra;James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell;499.906;An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.;977;Who are you, really?;Honestly, I don't think I've ever seen anything quite like It's A Wonderful Life. Does it take me back to that place in my heart, that makes me long for everything that once was great and it could be again? Does it remind me of my childhood, Christmas in my home? No. Maybe it's just simply what I always wanted from life and every man I want to be. Everything about this film is well for lack of better words, perfect. No question to it any longer, the best performance by an actor I have ever seen. It's more than just beautiful, timeless or fair. All of Stewart is revealed. Everything coming together for Capra. Lionel Barrymore at his best, which seems to be his worst. Sometimes I think there is a reason why somethings happen. And I'm pretty sure there is some magical reason why this film was made. I'm 27 years old and saw it for the first time Christmas Eve of this year. I've watched it 3 times since. The only movie to ever make me cry. I probably wouldn't have all the answers for you, if you asked me why. I'm still trying to figure Stewart out and just how beautiful was Reed.What can I say? This movie is a life changing experience. Makes me feel good to be alive. What a wonderful little world it is. And if I waited my entire life, it would not be a waste of time.;https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY209_CR2,0,140,209_AL_.jpg
The Father;2019,0;UA;97,0;Drama, Mystery;8,2;88,0;Florian Zeller;Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams;193.957;A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.;957;This movie will haunt me for awhile.;It's just so sad and also a bit terrifying. My wife works as a nurse in an alzheimer's ward, and she said this is the most realistic depiction of the disease she has ever seen. She also said in her opinion it should be required viewing for anyone that works with alzheimer's or dementia patients. What a movie!;https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
Untitled Formula One Racing Movie;2019,0;;;Sport;;;Joseph Kosinski;Brad Pitt, Kerry Condon, Javier Bardem, Tobias Menzies;;Follows a Formula One driver who comes out of retirement to mentor and team with a younger driver.;0;;;https://m.media-amazon.com/images/M/MV5BNjdjMWJlYzQtNTEwZS00M2FjLTkyYmMtZjBmZDhmMDk4MGI0XkEyXkFqcGdeQXVyMTI2ODUzMjQ4._V1_UY209_CR0,0,140,209_AL_.jpg
American Assassin;2019,0;R;111,0;Action, Thriller;6,2;45,0;Michael Cuesta;Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch;91.197;After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.;417;Good Movie...If You're 9 Years Old and Stupid;"Profoundly stupid and childish at every single step along the way. This was born from a pretty stupid book that was also childish and simple-minded.The book was a total rip-off of An Officer and a Gentleman to the point that I was surprised the author didn't lift the ""steers and queers"" line. The story is so ridden with clichÃ©s it's like they used a Micro Soft boilerplate model for the script. Butch-sounding name: Mitch Rapp. Check. Grizzly old vet training the new punk kid. Check.Arab bad guys right out of an episode of Scooby Doo. Check. Lame martial arts scenes right out of a 9 year old kid's fantasy. Check.Nothing at all felt real about this movie.";https://m.media-amazon.com/images/M/MV5BMjM0MjY4MTk5NV5BMl5BanBnXkFtZTgwNDE2NTQyMzI@._V1_UX140_CR0,0,140,209_AL_.jpg
The Power of the Dog;2019,0;16;126,0;Drama, Western;6,8;89,0;Jane Campion;Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit-McPhee;194.192;Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.;1.395;Beautifully photographed, acted well, but boring. Yes, simply boring;If one makes a character drama then one needs 2 things:1 Great characters. They succeeded somewhat in portraying true to life characters, with good acting performances.2 Intense drama. NONE is to be found though. What a bummer.So what we have here is a polished portrait of good actors in a story that simply never becomes a real human drama. Simply lacklustre. Kinda tedious. Such a pity of the waste of many good actors...;https://m.media-amazon.com/images/M/MV5BZGRhYjE2NWUtN2FkNy00NGI3LTkxYWMtMDk4Yjg5ZjI3MWI2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg
To Die For;2019,0;UA;106,0;Comedy, Crime, Drama;6,8;86,0;Gus Van Sant;Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck;53.186;A beautiful but naÃ¯ve aspiring television personality films a documentary on teenagers with a darker ulterior motive.;173;One of the most underrated films of the 1990's;A lot of people dislike To Die For.  The film's detractors largely find fault with its tone and subject matter.  It is really the epitome of black comedy, and anyone expecting either pure comedy or pure suspense will be very disappointed.That said, To Die For deserves a place in film history as one of the sharpest satires of television and fame, ranking alongside films such as Network.  Forgive the cliche, but Nicole Kidman's performance is truly a revelation -- she shows talents that were clearly invisible in earlier travesties such as Far & Away and are only now beginning to resurface. But the real discovery in this film is the magnificent Illeana Douglass.  It is scandalous that few people mention her amazing work when discussing To Die For.  If for nothing else, the film should be seen for the work of Kidman and Douglass.  (Note also that To Die For has one of Joaquin Phoenix's earliest roles.)As other commentators here have suggested, you are not guaranteed to love this film.  Nonetheless, as far as I'm concerned, it's required viewing if you're a film fan.;https://m.media-amazon.com/images/M/MV5BOGQ2ZjIyMGItZDMzZi00ZThkLTlkM2MtNDRhMTNiNWFlMzVlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg
Metropolis;2019,0;;153,0;Drama, Sci-Fi;8,3;98,0;Fritz Lang;Brigitte Helm, Alfred Abel, Gustav FrÃ¶hlich, Rudolf Klein-Rogge;185.794;In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.;446;_The_ perfect sci-fi movie!;This must be one of the greatest movies of all time. I found myself almost in a state of shock during the whole movie. Everything was perfect. The story was great, the filming was pure genius and the effects directly from another dimension.I don't think any movie after this one have gotten so much out of the available effects of the time as this one. Nowadays they have super computers generating special effects. Sure they look good, but it's no big deal making them. Back in 1926 computers weren't even invented yet, all effects had to be done by hand or in simple editing. And when you take a look at all the thins that have been done in this movie, it's impossible not to get impressed. Huge buildings, explosions, flooding, picture phones (however did he come up with the very idea?), transformation sequences, robots and so on. No movie has ever pulled the limits of special effects as much as this one. Star Wars and Jurassic Park are also known as limit pullers in special effects, but they don't even come close.Then you have the filming. Everything is perfect. The use of body language is tremendous, the light setting perfect, everything well timed and perfectly captured by the camera. I've never been witness to such a treat in filming other places.And the story!!! Perfect in every detail. Intriguing, exciting and thrilling with lots of religious undertones and tyranic leaders. No wonder Hitler liked this movie...I don't know how the original music of the film was, but the new music for the restored 139 minute version I saw was really good and moodseting.All in all. This is one of the most perfect movies of all time, and it deserves anything it can get. Never has a 10/10 been as secure as for this movie...;https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg
Moana;2019,0;;;Adventure, Comedy, Family;;;Thomas Kail;Dwayne Johnson;;Live-action adaptation of the 2016 Disney animated film 'Moana'.;0;;;https://m.media-amazon.com/images/M/MV5BNjU5NzQwZDAtZTFlNi00NDEwLWE2NTUtYzA4ODIzZTBjYmE3XkEyXkFqcGdeQXVyMTI3NjAxODc0._V1_UY209_CR0,0,140,209_AL_.jpg
The Village;2019,0;UA;108,0;Drama, Mystery, Thriller;6,6;44,0;M. Night Shyamalan;Sigourney Weaver, William Hurt, Joaquin Phoenix, Bryce Dallas Howard;278.181;A series of events tests the beliefs of a small isolated countryside village.;1.580;a very underrated movie;"I like clever movies, and I like scary movies. And because of my disposition I already spent money on two very awful movies that came from Hollywood this year: abysmal ""Godsend"" and at first glance promising but ultimately stupid and disappointing ""The Forgotten"".That's why I proceeded with care to the latest Shyamalan's work: ""The village"". The trailer looked promising: a desolate turn-of-the-last-century village, sorrounded by the forest in which some horrible creatures live. Promising, but being careful lately, I first checked around the net...and was amazed to see a big load of negative reviews. Roger Ebert for instance, whose opinion I usually respect, gave it a horribly low grade! Great.Nevertheless, I chose to see it, and I must say was quite pleasantly surprised. Here, ladies and gentlemen, you have a very nicely shot, atmospheric thriller with great cast, good story and a few finishing touches of Shyamalan's cleverness (which could be simply called brilliant when compared with the latest scripts that the Hollywood vomits over its audience!).Why the lousy reviews? Well, there are basically two kinds of people that will want to see this movie: first the horror fans, who will expect a gruesome and chilling and potentially bloody tale, and the puzzle-movie fans, who are more or less not interested in the movie itself, but in ""solving the latest Shyamalan's puzzle"" of what the movie is all about.The horror crowd will be disappointed. There are scares in this movie, but way too much characterization and drama for their taste. As for the other crowd, well people, the twist is there, but this time it's very guessable (although Shyamalan still has some tricks up his sleeve, as you'll see).It seems that Shyamalan will always live in the shadow of his masterpiece ""The 6th sense"". People still remember getting their socks knocked off with its powerful ending, and keep expecting that to happen again with every following movie. What's worse, Hollywood realized that the twists are trendy, so lately we have lots of movies with a final twist, most of which are stupid/cheap/illogical. People today set their expectations too damn high, especially if they see Shyamalan's name at the movie poster.This movie is great. The atmosphere is great, the cast is fantastic, and what I mostly love about it, it's clever. It's logical. And whatever you say about it, it's CONSISTENT. Compared to the other Hollywood crap we are getting served lately, this is a VERY good movie.Watch this, but not as a puzzle, but as a great movie in itself.Well, just my 2 cents.";https://m.media-amazon.com/images/M/MV5BMWExMWYxN2MtYmU1YS00Mjk5LWI3OTEtYTg3NDIwZTA2MTE2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
An Officer and a Gentleman;2019,0;A;124,0;Drama, Romance;7,1;75,0;Taylor Hackford;Richard Gere, Debra Winger, David Keith, Robert Loggia;62.724;A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend.;136;More true than you might think.;"I went to Navy OCS (for ship drivers, not aviators) a year after this movie came out. A lot of us considered it one of the best movies ever made. Despite the fact that there is some serious license taken with reality, the movie captures the intensity and high stakes of OCS, and how people who barely know each other become bonded so quickly; how the least likely candidates sometimes become the star performers; how some people are changed beyond recognition by the experience. There was never a lack of old hands like Sid's father, telling you you had it easy because of some difference in the rules he didn't enjoy 10 years earlier. DOR is translated by Foley as ""drop on request"". In 1983, the terminology was DE, which meant dis enroll. I always wondered what happened to the candidates in my class who DE'd. The ones who graduated I kept running into in the fleet, sometimes in places like the Philippines. The most unrealistic thing about the movie was the premise that local girls want to marry officer candidates. Not so in Pensacola or Newport RI, where OCS was in those days. The locals actually called us behind our backs ""cockroaches"" because we wore all black and had to run away to our barracks by 10 pm. The second most unrealistic thing was the foul language. That comes later, in the fleet, but not in OCS. No we did not have martial arts duels. All in all, however, the essence of the experience, if not the specifics, is found in the movie. One of our marching songs went ""left right left right / you HAD a good job and you LEFT / you're RIGHT!"" We really did have nowhere else to go. I say 10 stars. The VHS version gets only 8 because of changes to the soundtrack songs.";https://m.media-amazon.com/images/M/MV5BNTM5NmY2MTktODRiMS00NTQwLTk2ODEtZTFhYjAyMTZmMTc5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg
ÃlÃ¼mlÃ¼ DÃ¼nya 2;2019,0;;117,0;Comedy;7,0;;Ali Atay;Ali SeÃ§kiner Alici, Giray Altinok, Sarp Apak, Dogu Demirkol;6.848;Each member of the Mermer family, struggles with their own problems. Serhan has difficulty adjusting BegÃ¼m, to their new life. While Serhat is now missing a woman in his life, Gazanfer struggles to keep his family together.;9;Too many slang;I have watched first movie too. It was much more funny than second one. I went with my family and I really disappointed because every scene is full of slang words and if you think its funny, its not. I was expecting much more smart jokes but they try to make us smile with slangs.I really love the characters but its not worth to watch this in cinema because last 30-40 minutes was so boring. I was sleepy at the end of film. If I was at home Probably I stop watchin it.If you plan to go with your family never do that. Slangs disturbed my family while watching and this made me angry. Because we went there to watch a funny film but heard some slangs we have ever hear before.;https://m.media-amazon.com/images/M/MV5BZGM1OWYzM2ItZDQxMi00ZDQ4LWFkYzgtNjdlYjgxMDk1MDJkXkEyXkFqcGdeQXVyODc5Mjc4Nzg@._V1_UY209_CR13,0,140,209_AL_.jpg
