"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"Gomorra","1989.0","","137.0","Crime, Drama","7.0","87.0","Matteo Garrone","Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo, Simone Sacchettino","51,251","Scampia Vele is the Corbusian architecture which has become a stronghold for Mafia of Naples, Italy.","118","The Labyrinth Gangster Capitalism","Gomorra (2008) **** Much of Gomorra takes place in and around a crumbling housing project, that in establishing shots looks as if it were a rotting labyrinth pyramid. The very structure of the film's slums serves itself as a visual metaphor for the Camorra crime institution in Naples. It's a bureaucratic shuffle, rivaling a large capitalist corporation, equally ruthless but in different senses of the term. Their products are drugs, extortion, and toxic sludge. Their version of corporate take-over involves murderously shameless acts of extreme violence.Matteo Garrone deftly directs Gomorra, based on the novel of the same name by Roberto Saviano. It contains a labyrinth plot serving to depict a labyrinth lifestyle. One storyline focuses on a young boy, Toto, who lives in that decaying pyramid, and wants to join up with the gangsters who run it. By the end of the film, his youth will be shattered, and he'll have done things to those around him that would have seemed unthinkable before. He's the ground soldier in the gangster empire.Don Ciro is an aging money runner, delivering rations to the families of mob prisoners. He gets increasingly caught between the war between factions within the complexes, and before long takes to wearing a bullet proof vest in fear of his own safety.Roberto is a college graduate, given a high profile job working with Franco, who runs a scheme disposing of garbage and waste from the city by burying it in the countryside - a move that has sent the cancer rate in the countryside through the roof. Roberto must face his own conscious as he becomes more and more aware of the corruption of work.Pasquale is a talented designer, who's put to work by his friend and boss completing a contract for dresses in less time than he and the workers should like. At great personal risk to himself, he takes an offer from a Chinese factory boss to gives lessons to his workers. The job means crossing the Comorra, so he is hidden in the trunk on the drive to the factory, with a modified hole behind the backseat so he can stick his head out to breath and chat.The other storyline follows two Scarface-wannabes who long to be the crime bosses of all bosses. They cross the local boss by stealing drugs from dealers, causing trouble, then by stealing weapons from a mob cache, raising Cain. They are knuckle-heads, a couple of kids too stupid to see the truth behind the phony glorification of the gangster lifestyle.That phony glorification is entirely absent here. Garrone observes his gangsters with an eye of contempt. There is no Robin Hood imagery in Gomorra. It puts on full display the ruthlessness of the gangster culture. It's a gangster as capitalist world, one where turning to killing kids or a woman is looked down upon, but not off-limits.The film starts off with a fantastic sequence of tanning machines and surprisingly graphic murder, which would lead one to think that they were moving headlong into a Scorsese-like blood bath of macabre. You'd be wrong though. Gomorra is a very patient film, slowly unraveling its stories. It's clearly influenced by the early Italian Neo-Realists, and also has elements that reminded me of the gangster pictures of Jean-Pierre Melville. Garrone shoots in a documentary style with hand-held camera shots. It jumps between its story lines with utmost patience, which might slow down the film's pace more than many would like or are accustomed to. If you do not realize the scope of the Camorra's activity in nearly all facets of commercial and communal life in and around Naples, the connection between the stories may seem unclear. But that's one of the main services of the picture, to show us just how entrenched the mafia has remained in parts of Italy.Although mob movies are a dime a dozen, Gamorra enters as a gangster epic with freshness. It's a very European film, and as far as gangster pictures go, with its no nonsense documentary style, and only slowly escalating violence and patience it feels like a unique addition to the genre. Gomorra is sure to split, maybe even downright annoy audiences looking for something more conventional. It defies at least most of the genre's clichÃÂ©s, and aims high with its quiet ambitions.Gomorra won the Grand Prix at this year's Cannes Film Festival, and has been slotted as Italy's official entry into the 2009 Academy Awards for Best Foreign Film.","https://m.media-amazon.com/images/M/MV5BMTM2NDgzMDY4MF5BMl5BanBnXkFtZTcwMzUwMzg5MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Escape from Planet Earth","1989.0","PG","89.0","Animation, Adventure, Comedy","5.8","35.0","Cal Brunker","Brendan Fraser, Sarah Jessica Parker, Jessica Alba, Rob Corddry","26,898","Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet, Earth.","41","Average, but entertaining","I took my 9yo and 7yo to see it while a friend of mine with a 5yo did not want to expose her child to a PG movie. Honestly, Tom & Jerry, Road Runner, and Popeye cartoons are 10x more violent than this. It easily could have been G rated. The violence was very mild. The movie was pretty good with some funny parts but many references will go over most kids heads while parents will laugh (do any children under 10yo know what ""Area 51"" refers to??) I would recommend saving yourself money by staying away from the 3D version of this movie. The first comment from my 7yo after the movie was, ""there wasn't much 3D"" and she was absolutely right. There were some, but by the middle of the movie, you don't notice it. Movie has a pretty good story line. Not a great movie, but not bad either. Good movie to see on a rainy weekend or day off of school.","https://m.media-amazon.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Radio Flyer","1989.0","U","114.0","Drama","6.9","","Richard Donner","David Mickey Evans, Lorraine Bracco, John Heard, Adam Baldwin, Elijah Wood","14,225","A father recounts a dark period of his childhood when he and his little brother lived in the suburbs.","50","A Fantastic Ending","Most people dislike this movie because of the ending. That is because of their own limited imaginations, a point I think Richard Donner was trying to make throughout the movie. They try to criticize the film on their own miotic interpretation. Americans aren't used to the subtle, especially from the Lethal Donner. I think those people need to watch it again, and especially pay attention to the narration. Truth is in the mind of the beholder. The movie is about the innocence of childhood- the grandness of being naive and imaginative-being ripped apart by an abusive adult. Just as they never REALLY seen the boogie man, Bobby never REALLY flew away. Mike deceived himself into believing that his brother flew away to hide from the fact that his brother died. Listen to his words, and watch his mother. It is very subtle, and I have had this argument 100 times before (see, I have only had it probably 5 times but I have deceived myself into thinking it is many more). Don't feel bad. I have found that only 1 out of 10 people that have seen the movie","https://m.media-amazon.com/images/M/MV5BYjBiYTgyMWUtNDUzNi00ZmU5LThkOTQtNTg0N2E1MGI4YTliXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Novitiate","1989.0","R","123.0","Drama","6.7","73.0","Maggie Betts","Melissa Leo, Lisa Stewart, Alyssa Brindley, Chelsea Lopez","5,063","Set in the early 1960s and during the era of Vatican II, a young woman in training to become a nun struggles with issues of faith, the changing church and sexuality.","40","Another reason for people who think the Catholic Church is diabolical to keep thinking it","Well, I hardly know where to begin in describing how sad, tedious and inaccurate this film is. I have been a happy and healthy Dominican Sister for over 40 years, and I was optimistic that this would be a good film. I'm really sorry I wasted two hours on it. It does not do justice to the times, the complexity of the changes that began to emerge with Vatican II, and it is not even accurate in describing the process of becoming a nun. So I just wonder where Margaret Betts got her information. Did she interview anybody who actually stayed and found happiness in religious life? I doubt it. There was no joy, no sense of companionship or sense of being part of something exciting. No real narrative about what the impact of Vatican II had on Catholic thought, just a few superficial conversations between the Archbishop and the Reverend Mother. It is a bleak and morose story of postulant Cathleen's struggle to survive a mean and closed minded mother superior whose ego should have driven her to confession.Too bad, this could have been a great story, with compelling dialogue, dramatic tension, and a breakthrough moment of personal change. Instead it was a painful exaggeration of the predictable inaccurate stereotypes of Catholic Sisters, complete with Nun-Zilla. It gives people who have always hated the Catholic Church a good reason to keep hating it. Margaret Betts was scheduled to Skype in and have a conversation with the audience at the theater we attended. I'm kind of glad she could not make it. The sisters in the audience would have had a hard time coming up with something nice to say.","https://m.media-amazon.com/images/M/MV5BMTU5NDQzNTY2MV5BMl5BanBnXkFtZTgwMjgxMTMyMzI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Disclosure: Trans Lives on Screen","1989.0","16","108.0","Documentary","8.2","79.0","Sam Feder","Laverne Cox, Bianca Leigh, Jen Richards, Alexandra Billings","6,093","An in-depth look at Hollywood's depiction of transgender people and the impact of those stories on transgender lives and American culture.","31","Please Watch This","People need to see this documentary. As someone who has watched a lot of the movies referenced in this doc it is really eye opening to see how these very famous movies have caused hurt to trans people and the trans community as a whole.I have never noticed how much of a negative impact these portrayals could have because i am not looking for them and because i have positive influences of the trans community. For people who don't have positive references or influences for the trans community it is easy for them to think every trans person is like the characters they see on screen. That is why documentaries like this are important to shine light on the mistreatment of the trans community in the media, whether it is by mistake due to be uneducated or purposefully to be hurtful and damaging.It also shows that we are slowly making process with the representation and we need to keep it up.It also frustrated me that Netflix had one again done 0 promotion that i have seen and i had to search for this movie as it wasn't anywhere to be seen on my homepage which is very confusing as this doc should 100% be recommended for me yet they felt the need to give Hotel Transylvania 3 a full splash page at the top of my home page when it is not of interest to me at all. It is good that Netflix has put this on but if they don't help people find it people won't watch it. I knew that it was coming due to other people, so others who are unaware of this movie will not go looking for it has they dint know it exists.So please watch this and open your mind to people who are different from you.","https://m.media-amazon.com/images/M/MV5BYTk1MzczM2YtZmJmOC00NWQzLWJkNTAtYTI3YzE3ODcyMTI0XkEyXkFqcGdeQXVyMzAyMzE2MzM@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Coed and the Zombie Stoner","1989.0","","91.0","Comedy, Horror, Sci-Fi","3.6","","Glenn Miller","Catherine Annette, Grant O'Connell, Jamie Noel, Aaron Caleb","1,581","When a nerdy sorority girl falls in love with a zombie, it's only a matter of time before a zombie apocalypse is unleashed on campus. The sorority girl discovers that weed is the cure--now ...See full summaryÃÂ»","21","Below average zombie comedy...","Anything zombie and I am there. And this particular movie wasn't really all that great. But by The Asylum's usual standards, then it was actually a step up the ladder.""The Coed and the Zombie Stoner"" seemed to borrow a little bit too much from ""Warm Bodies"", whether intentional or by random sheer luck, I have no idea. But it was also mixed in with some fairly average standard teenage college comedy. The end result, well it could have been better. And speaking of borrowing things, then the whole '28 days earlier' segment was actually one of the brighter moments in the movie, as it was a clear spoof on ""28 Days Later"".The storyline was adequate, but just don't expect the movie to challenge your intellect in any possible way. This is the type of movie you just sit back and switch off your brain to while watching.One of the flaws of the movie were the cast and their acting. It wasn't particularly great in any way, nor was it particularly convincing most of the time. And that made the movie suffer a terrible blow.For zombie aficionados, then there is very little good stuff to find here. The zombies are mere people with basic make-up added, don't expect decayed shambling corpses or corpses with missing limbs, you will just be sorely disappointed.There was a little bit of gore throughout the movie, and it was used in a good enough way for a comedy such as this. And while speaking of comedy, then there were awfully few times throughout the movie that I was laughing, or even just smiling for that matter.While ""The Coed and the Zombie Stoner"" is hardly a noteworthy addition to the collection of any zombie fan, do take note that there are far worse and less entertaining zombie movies on the market that actually try to pass as proper zombie movies in the horror/action genre. ""The Coed and the Zombie Stoner"" is the type of movie that you watch one, and never make a return trip to.And do take notice that there is a fair amount of unnecessary nudity throughout the movie. So if you are offended by such, consider this a friendly heads up warning.""The Coed and the Zombie Stoner"" scores a mere 4 out of 10 stars from me.","https://m.media-amazon.com/images/M/MV5BMjAwMDYwMDg2N15BMl5BanBnXkFtZTgwNTcwMzk4MTE@._V1_UY209_CR4,0,140,209_AL_.jpg"
"The Satanic Rites of Dracula","1989.0","","87.0","Horror","5.5","","Alan Gibson","Christopher Lee, Peter Cushing, Michael Coles, William Franklyn","6,975","In 1974, Professor Lorrimer Van Helsing investigates a satanic cult on behalf of Scotland Yard, only to discover a plot by Count Dracula to commit global genocide.","104","Best of the Hammer Dracula sequels","This is a much-maligned film that seems to have been tarred with the same brush as the dire Dracula A.D. 1972, simply because it updates the Dracula legend to the present day. Satanic Rites is an infinitely superior movie, however, and easily the best of the Hammer Dracula sequels. Previous sequels had seen the Count resurrected only to lurk in the shadows and momentarily reveal himself to take his revenge on his foes, reducing Christopher Lee's Dracula to little more than a glorified extra. Satanic Rites is different because it uses Lee's scant appearances to its advantage, keeping Dracula aloof and mysterious and instead concerning itself with the disease of vampirism, which is compared to a plague. Because of it's science fiction overtones, this feels more like an instalment of The Avengers or Doctor Who than a typical Hammer film. In its present-day setting and apocalyptic storyline, it also seems to be a definite influence on the highly-regarded TV series Ultraviolet. For the fan of classic Hammer Gothic Horror, this is probably best avoided, but for those who enjoy British telefantasy it's an absolute must see.","https://m.media-amazon.com/images/M/MV5BOWUwNDliOTYtN2IwZC00MzlhLTgwMTAtNmU0ZWZhNTA2NDViXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"First They Killed My Father","1989.0","","136.0","Biography, Drama, History","7.2","72.0","Angelina Jolie","Sareum Srey Moch, Phoeung Kompheak, Sveng Socheata, Mun Kimhak","20,481","Cambodian author and human rights activistLoung Ungrecounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.","108","OK but so what","I'm so tired of privileged Hollywood superstars making films about cataclysmic historical events in faraway lands. What's the point? More people in the western worlds will learn about it? And that willÃÂ? A small art-house audience will ooh and ah about the aesthetics and ""politics"" and many will soon move on to the next episode of Game of Thrones or the next art-house darling. Not to mention the accolades for ""directing,"" whereas a team of professionals Ã¢ÂÂ akin to ghost-writers writing celebrity book staples Ã¢ÂÂ actually pulled off all the technical aspects of the production. Jolie etc. can do some good by raising money for causes, but please spare us the ""artistic"" interpretations of conflicts and people you occasionally visit and think you understand. To his credit, Angelina's ex Brad Pitt actually made films like Twelve Years a Slave and Moonlight possible through his company Plan B but he didn't feel the need to be at the center of attention for that.","https://m.media-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Well","1989.0","","91.0","Horror","7.5","","Federico Zampaglione","Lauren LaVera, Claudio Nathan Brezzi, Yassine Fadel, Peppe Fonzo","96","A budding art restorer travels to a small Italian village to bring a medieval painting back to its former glory. Little does she know she is placing her life in danger from an evil curse and a monster born of myth and brutal pain.","0","","","https://m.media-amazon.com/images/M/MV5BZmVmMDQ1MjQtOTAyNi00NGUyLWI5ZmMtNmI4Y2RlNzM0MTgyXkEyXkFqcGdeQXVyMTMyMTM3MjI0._V1_UX140_CR0,0,140,209_AL_.jpg"
"Rosencrantz & Guildenstern Are Dead","1989.0","","117.0","Comedy, Drama","7.3","","Tom Stoppard","Gary Oldman, Tim Roth, Richard Dreyfuss, Livio Badurina","23,881","Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.","130","The Play Without the Play","As an architect, I am often asked what is the world's best building. The answer: a small chapel outside Barcelona started by Gaudi but never finished. We have the model (a bunch of strings) and the basement. But when one visits, it is a profoundly lifechanging place. Gaudi exceeded the building's budget, and then that of the whole community (which was to have been built) before getting out of the ground. But the ambition was so grand, one can see it with only the barest explicit minimum. But, you have to have the reference of what the master intended.Hamlet is the same. It was never really finished, being so large a conception. Shakespeare tinkered and added over decades. So what Stoppard does here is expand Hamlet by shrinking it. The plot is only glimpsed, but that part was always incidental anyway. The play is about reasoning, and when things are real and when not, and about what element of reality is causal. So instead of giving us the language, Stoppard seizes on one device, the play within the play.In the raw Hamlet, this is pretty rich, but Stoppard weaves new dimensions of inversion and self-reference. There are at least four levels of play here, and we keep switching about, together with most of the characters. This is not just amusing, but elaborates on `Hamlet,' when is fate real? would it change if we could see the larger clockworks of the universe? does language (specifically query) aid in this endeavor? considering that, are ideas tied to time and fate? This last point is comically illustrated as one of the pair (they don't know who is who) keeps `stumbling' on great ideas, which then vanish.The play (Stoppard's first) seems to have been his one excellent work, followed by the mundane. Some are unhappy because the film is not so frantic as the 1967 play, but I think that is because there is a different dynamic with a film audience than a stage audience. Fewer tricks can be played. But this is a wonderful solution to the problem of language in film: it is just not cinematic, so best to exploit the dissonance.There's risk here. The film as film is not great, so set that aside. And the notions are dangerously sophomoric. But that's what makes the whole thing so darned funny. Some critics (notably the normally intelligent Stanley Kauffmann) think Roth and Oldham are poor. But this is a strange sort of acting demand, one for which no measures exist: part surreal, part comic (in different traditions, half Monty Python, half Abbot and Costello) and part tragic confusion. They reward my trust and that's what matters I think. Dreyfus is supposed to be over the top, and he complies.In the great Hamlet sweepstakes, many recommend seeing Mel Gibson and then Gwyneth Paltrow. I suppose that's a colorful route. But the real sense of what this is all about comes through with more real reward via Branagh and then this clever film.","https://m.media-amazon.com/images/M/MV5BNjc0MTU0MDY1OV5BMl5BanBnXkFtZTcwMDI2OTY2NA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Let It Ride","1989.0","","90.0","Comedy, Action","6.8","33.0","Joe Pytka","Richard Dreyfuss, Teri Garr, David Johansen, Jennifer Tilly","6,885","A nosy cab driver gets a hot tip on a race horse and wins big, but he can't seem to stop gambling. Will he go broke or walk home with a pretty penny?","84","This is one of the all time most underrated films....","This is one of the all time most underrated films. It is a little film , but rarely do you see so many wonderfully funny characters in a comedy. Along with ""Breaking Away"", and ""Harold and Maude"" it falls in a special category of films I like to watch when I'm feeling life sucks.  Richard Dreyfus and Teri Garr give their best performances; and the supporting cast, especially Robbie Coltrane, is terrific. Don't miss this little gem.","https://m.media-amazon.com/images/M/MV5BOTQ0ODdiMTItYzkyMS00MzQ4LTljNTktNzVjMDg2M2E1NWQyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Think Like a Man Too","1989.0","PG-13","106.0","Comedy, Romance","5.7","38.0","Tim Story","Kevin Hart, Gabrielle Union, Wendi McLendon-Covey, La La Anthony","22,827","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.","29","Dumb but not in a funny way","Useless waste of my time and money. There were maybe three spots that were funny. Most of it was old regurgitated jokes. Black people complain about 'token blacks' and then do EXACTLY the same thing with a white guy. Couple of places I was bored to the point of yawning.Kevin Hart failed so badly that I was surprised when I heard this made a lot of money in the first weekend.The first one was hilarious and I laughed all the way through. I barely was able to stay in the theater for this one.They should have spent more money on the script and more time.This movie was so bad that I have run outta things to say about it but I have to fill space because for reasons unknown the webmaster thinks a review has to be at least a certain length.","https://m.media-amazon.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Garden of Eden","1989.0","R","111.0","Drama, Thriller","5.2","28.0","John Irvin","Jack Huston, Mena Suvari, Caterina Murino, Carmen Maura","1,201","A young American writer completes his service in WWI and travels across Europe with his wife and her attractive Italian girlfriend. Based on the novel by Ernest Hemingway.","9","The best of the best","Great movie based on a great book - brilliant photography and wonderful costumes by the same person who won an Oscar for her costumes in Elizabeth 1, Alexander Byrne, and the editing is second to none from one of the best editors in the business.The best of the best with a few minor flaws.Mena Suvari is superb and Jack Huston as her on screen husband is fitting in the part. John Huston's direction is flawless.Is is just a pity that the film has not come to Europe yet and had a wider audience. The film should be viewed on the BIG screen as this is the only way to do justice to a Hemingway film.The film went on limited release in the USA on 10th December 2010 to critical acclaim.What more can be said?","https://m.media-amazon.com/images/M/MV5BMTYwNjk2OTM2OF5BMl5BanBnXkFtZTcwNzE2MTgwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Back Roads","1989.0","","101.0","Crime, Drama, Thriller","6.3","42.0","Alex Pettyfer","Alex Pettyfer, Jennifer Morrison, Nicola Peltz Beckham, Chiara Aurelia","5,497","In 1993, Harley's dad is shot dead and his mom goes to prison. He has to earn money and look after his 3 kid sisters. No college. Over 2 years, family secrets are slowly revealed. Will a good therapist be enough?","55","Slowwwwww......","Just watched in the Gongalu Chutiya Film festival in Warakonda, Japan. The movie is very bad in all aspects.. story is atrocious, acting is terrible, Background music is laughable and the direction is amateurish ....AVOID THIS MOVIE. IT IS A BAD MOVIE","https://m.media-amazon.com/images/M/MV5BNDA0MjI1MzMtNjYwYi00NzgzLWE4NDYtZjQ0ZTcwZWFkZmEwXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_UY209_CR0,0,140,209_AL_.jpg"
"L'arnacoeur","1989.0","A","105.0","Comedy, Romance","6.7","59.0","Pascal Chaumeil","Romain Duris, Vanessa Paradis, Julie Ferrier, FranÃÂ§ois Damiens","27,667","Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.","43","A smart & funny romantic comedy!","I saw the movie last night and I really loved it. It's funny and smart. Vanessa Paradis and Romain Duris form a very glamorous couple on screen and the supporting roles (Julie Ferrier and FranÃÂ§ois Damiens) are great. The story is about Alex Lippi (Duris) a con man specialized in breaking romances. He is hired by Juliette's father to prevent her from marrying the wrong guy. The things is Alex has only one week to seduce Juliette (Paradis) who doesn't seem to fall for any of his tricks...If you're looking for a nice chick flick, you should definitely see this one!And if you liked this movie, I recommend you another French romantic comedy called ""Priceless"" (""Hors De Prix"") with Audrey Tautou which is very good as well.","https://m.media-amazon.com/images/M/MV5BZjQwODY1MGUtYWRlMy00Y2I4LTljYTgtMGJlNjFjNDI1NTkwXkEyXkFqcGdeQXVyMjI0Mjg2NzE@._V1_UY209_CR8,0,140,209_AL_.jpg"
"Beautiful Thing","1989.0","R","90.0","Comedy, Drama, Romance","7.6","","Hettie Macdonald","Glen Berry, Linda Henry, Scott Neal, Tameka Empson","25,791","Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.","163","Self discovery and first love","Gay or straight, this is one of the finest movies ever made about self discovery and teenage love.  Albeit the end is a little wishful and optimistic, the characters and situations are perfectly developed and realized, ringing true in almost every scene.  This movie makes me smile on every level...from the way the two boys discover their affection for one another, the wonderful comedy relief from the next door neighbor Leah (and her relationship with the entire tenement population), and the perfect choice of soundtrack music from Mama Cass that, at times, seems written specifically for certain scenes and works on both a nostalgic and familiarity level.  This movie gets better with every viewing...and I'd love to see what happened to each of the characters in a sequal.This movie is, without a doubt, very personal to all gay men and women who came out during their youth and a favorite of all of my friends, both gay and straight.","https://m.media-amazon.com/images/M/MV5BYTM4OTllMzYtZmQ0YS00MDU3LTliZDktNjMzYmQ4ZjRjMmFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Truly Madly Deeply","1989.0","PG","106.0","Comedy, Drama, Fantasy","7.2","72.0","Anthony Minghella","Juliet Stevenson, Alan Rickman, Jenny Howe, Carolyn Choa","10,026","A woman dealing with inconsolable grief over the death of her partner gets another chance when he returns to earth as a ghost.","99","Great Movie and hey, THEY CAN ACT!","This is NOT a chick flick.  True, it is rife with sentiment but is not sentimental.  It pushes the envelope in several ways but the thing that really gets me is how much better these English actors and writers are than we are.  I shudder to imagine what pablum (e.g., Ghost) would have come out of Hollywood.  The humor and imagination that has gone into this film is amazing and then, there's the Bach.  I mean, listening to Bach on the cello is worth the price of admission in itself.  The little bits and pieces of how a shattered life is put together is touching but never maudlin.  The ghosts who are always cold (well, I mean they're dead, aren't they?) and who are hooked on videos of classic movies (OK.  Is it High Noon or Fitzcarraldo?) is great.  If you can watch the closing scenes without chocking up and getting at least a little teary, you are made of pretty stern stuff.  I love this film and highly recommend you see.  I plan to watch it again and again...","https://m.media-amazon.com/images/M/MV5BNTg5ZmU4MmItNzU0MS00NGU2LWE3YjYtY2FjZDZiMTc4ZjBlXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The Listener","1989.0","","96.0","Drama","6.0","64.0","Steve Buscemi","Tessa Thompson, Logan Marshall-Green, Derek Cecil, Margaret Cho","211","Follows a helpline volunteer who is part of the small army that gets on the phone every night, fielding calls from all kinds of people feeling lonely, broken, etc.","0","","","https://m.media-amazon.com/images/M/MV5BNjZlMzZhY2QtNDRmNy00Y2E2LTgyNDAtMGVmYTBiZDFhOTZlXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Valmont","1989.0","","137.0","Drama, Romance","7.0","55.0","Milos Forman","Colin Firth, Annette Bening, Meg Tilly, Fairuza Balk","14,315","France before 1789: When a widow hears that her lover is to marry her cousin's daughter, she asks the playboy Valmont to take the girl's virginity. But first she bets him, with her body as prize, to seduce a virtuous, young, married woman.","58","better of the two by far","I notice a bit of a war going on between partisans of this and ""Dangerous Liaisons"" (the Glenn Close/John Malkovich/Stephen Frears vehicle).  I'm not entirely sure why, but I find ""Valmont"" so much better.  I think it's because: A) Milos Forman is unquestionably a better director than Frears, especially when he can call on the photographic talents of a cinematographer like Miroslav Ondricek; B) ""Valmont"" takes the time to develop some of the relationships between characters on screen, while the other simply injects the viewers into preexisting relationships; C) Colin Firth and Annette Benning are quite simply sexier than Glenn Close and John Malkovich; ""Dangerous Liaisons"" is too intellectual, while ""Valmont"" works at the hormonal level too. D) Fairuza Balk is far more believable as a virgin than Uma Thurman (can anyone say differently?!?). I certainly acknowledge ""Dangerous Liaisons"" as a well-made, well-acted film, but in the end I find it nearly unwatchable compared to ""Valmont"", which I can (and have) enjoyed over and over.","https://m.media-amazon.com/images/M/MV5BNjU3Nzk0NTAyNl5BMl5BanBnXkFtZTcwMzIwMzc3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Ishtar","1989.0","","107.0","Action, Adventure, Comedy","4.7","51.0","Elaine May","Warren Beatty, Dustin Hoffman, Isabelle Adjani, Charles Grodin","12,068","Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the C.I.A., the Emir of Ishtar, and the rebels trying to overthrow his regime.","156","Unable to understand vast dislike","I am aware of much of the criticism this movie received. Basically that it was awful and not worth seeing. To all those who have said such words I just have to ask, what movie were you watching? In my opinion Ishtar was a wonderful movie. It's about two grown men, whose only dream is to become great musicians but are so horrible that no one will have them but the tourist industry in Morocco. All the songs that these two, Warren Beatty and Dustin Hoffman, sing are written by Elaine May and I found them to be simply hysterical. Warren Beatty and Dustin Hoffman make a great team, with humor vaguely reminiscent of Woody Allen. This is one of the only movies in which you get to see Warren act in such a way. I would defiantly recommend it to anyone despite its poor reviews.","https://m.media-amazon.com/images/M/MV5BZjZmMzc0NmEtZTEwZi00ZWQyLWEwZjItNWJjMDZlODAxNjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"IO","1989.0","","96.0","Adventure, Drama, Sci-Fi","4.8","40.0","Jonathan Helpert","Margaret Qualley, Anthony Mackie, Danny Huston, Tom Payne","36,404","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.","775","Slow and painfully dull.","How did this get made? It's like listening to your girlfriend tell you about a boring dream she had for 90 minutes straight. Achingly pretentious but without the artistic beauty to back it up. Mackie struggles with Twilight level dialogue while a surprisingly graceful score beautifully frames the drama and emotion that should be there but simply isn't. A crushing waste of everyone's time.","https://m.media-amazon.com/images/M/MV5BNmU4NTc0ZTgtNjliOC00NTM2LWE3NDktNGJiNzc2YzY3ZjA2XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Spy Hard","1989.0","UA","81.0","Action, Comedy","5.3","25.0","Rick Friedberg","Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden","40,469","Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veronique Ukrinsky to find Rancor and save the world.","86","Great film!","I don't see how anyone can not like this just a little bit. Sure it's not the greatest film in the world, but it still does justice to the spoof genre, which so many films have tried to do but failed (think Scary Movie (the 1st one, not the other 2, they were decent)).It's not as good as the Naked Gun trilogy or Airplane, and it does recycle a few gags from there (Scary Movie 3 did this). They do this so that people who haven't seen the other films still get a variety of jokes from the other films.The opening sequence is one of the best opening sequences I have seen in ages. They should definitely do more films like this film. 9/10.","https://m.media-amazon.com/images/M/MV5BOGFmYWFiZDAtZTc1YS00ZTIxLTkwODctODc0MzUzNGIyNzgwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
