"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"Bent","2024.0","R","96.0","Action, Crime, Drama","5.2","","Bobby Moresco","Karl Urban, SofÃÂ­a Vergara, Andy Garcia, Vincent Spano","6,279","On his release from a prison sentence for crimes of which he was innocent, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.","55","A rehashed idea, done a thousand times and 999 times better!","A weak storyline, poor script, slow pace and ham acting, make for a less than enjoyable ride. A rehashed idea, done a thousand times and 999 times better! Our lead, Karl Urban, makes Matt Damon seem to have limitless emotional depth. He permanently looks like he is suffering from hard stools - maintaining the same expression throughout. The wardrobe department wasn't too taxed, given he wore the same outfit the whole movie, but for a t-shirt change. Continuity need sacking; cops break our hero's tail light and 20 seconds later it is fully functioning and undamaged again! Make-up is a bit odd, a punch in the nose illicits much blood after a thousandth of a second and one character shot in the final scene bleeds out immediately from the head and body, despite being shot only once. One character dies from a non-lethal wound! The storyline is simple enough. Man accused of something he didn't do goes out to prove otherwise and uncover a thinly-veiled conspiracy. I lost interest so many times, due to the slow pacing and poor script. The movie is lacking in drama and you become disengaged from the plot really easily. In short, it's not good.","https://m.media-amazon.com/images/M/MV5BOGQwODRjMzktM2NkMS00N2EyLTk2MDMtZTAxOTk1NmU2ZTM3XkEyXkFqcGdeQXVyMTA3NTgwMzQ@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Chances Are","2024.0","","108.0","Comedy, Fantasy, Romance","6.5","62.0","Emile Ardolino","Cybill Shepherd, Robert Downey Jr., Ryan O'Neal, Mary Stuart Masterson","13,862","A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.","59","Chances Are You Might Hate This, Too","Chances are if I watched this again I might get physically sick, the film is so annoying.....unless you believe in psychics, re-incarnation and the other hocus- pocus which this promotes big-time. The ""re-cycling of souls,"" they call it here. Puh-leeze.This story has been done several times before with such films as ""Heaven Can Wait."" It's also been done a lot better. Too bad they had to waste the talents of Robert Downey Jr., Cybill Shepherd, Ryan O'Neal and Mary Stuart Masterson.At least it's a pretty tame film, language-wise. That's about the only redeeming quality of this movie.","https://m.media-amazon.com/images/M/MV5BNDdhZTU5NjYtYjU5Mi00YzcyLTk2ZmYtN2YzN2Y2MWMwZTY4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
"Duck Butter","2024.0","","93.0","Comedy, Drama, Romance","5.3","58.0","Miguel Arteta","Alia Shawkat, Drew Langer, Marc Maron, Mark Duplass","4,618","Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","27","Finally, a portrayal of real-life","I've been using IMDB for years, and I finally created an account just to review this movie. Duck Butter captures REAL human emotions, challenges, and conversations. In ""24 hours"", this movie takes you through all the things you may or may not experience when you're in love. I'm a straight gal, but these actresses represented all the nuances that every couple (regardless of sexual orientation) can experience: clinginess, irrational jealousy, unexplainable sadness, family anger that trickles down into every day life, desire for space and breathing room, and very real arguments about music. I love that the movie represented two extremes of the human spectrum -- one person who is vivacious and care-free, and one person who is a little more mild and guarded. You'll have fun watching these girls through the motions, and you'll feel sad and cringe-y. Somehow, no matter how crazy people drive us, we know that it was worth all the while to open our hearts to them and to just love them.","https://m.media-amazon.com/images/M/MV5BMTU4MTMxMTM4NV5BMl5BanBnXkFtZTgwNjAzNjAxNTM@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Once Bitten","2024.0","UA","94.0","Comedy, Horror","5.6","64.0","Howard Storm","Lauren Hutton, Jim Carrey, Karen Kopins, Cleavon Little","16,857","A vampire Countess needs to drink the blood of a virgin in order to keep her eternal beauty. It seems that all is hopeless, until she bumps into Mark Kendall.","58","Decent if you're in the mood for a light comedy","Lauren Hutton is a vampire simply named ""The Countess"" who must bite a virgin three times per year (ending on Halloween) in order to retain her youth and beauty. However, living in California in the mid-1980s, it's becoming impossible to find a virgin.This is a horror comedy that's not exactly atmospheric, thrilling or suspenseful (it's also completely free of gore), and not exactly hilarious. Rather, it's just a very lighthearted, mostly enjoyable film that happens to be about vampires, although it's primarily interesting for a one of the earliest, pre-fame appearances of Jim Carrey, and for nostalgia, as Once Bitten is firmly mired in mid-1980s pop culture.The biggest flaw is that the mythology behind the film is not very well explained or followed. The Countess finds Mark Kendall (Carrey) fairly easily, but we're not shown her and her clan looking very hard until just before Halloween--they had all year. We're never told if the clan has to follow the same rules. It doesn't seem so in the end, but why not? It's never very clear why The Countess can't just go after, say, an eleven year old. When things are getting down to the wire near the climax of the film, there are other virgins around, but The Countess just ignores them as potential drinking fountains of youth. It seems like maybe she has to bite the same person, rather than three potentially different people, three times, but that's never directly stated. How long does it have to be between bites? Why couldn't she just bite the one person twice, then bite someone else three times within a few hours? Although I don't usually like to try to apply real world logic to films, in this case, I couldn't help it. Once Bitten isn't meant solely as a comedy, and there is a long sequence during the climax that should be as suspenseful as it is humorous. But the suspense was gone, because all I could think of where the questions above instead. To make it worse, the timeline of the film gets a bit muddled, and we lose any sense of when Halloween night is actually occurring. At one point, during a Halloween dance, that seems like that should be Halloween night, but then it seems like Halloween should be over already at a later point. At that later point, it seems like the dance must have been on a different, earlier day. That this crucial fact for suspense in the film isn't clear is a problem. Once Bitten suffers from sloppy scriptwriting and sloppy direction from Howard Storm, whose resume shows that he's much more comfortable with half-hour television sitcoms.But if one can overlook some of those flaws, Once Bitten is worth at least one viewing. Carrey's performance is good. He easily shows why he became a star in later films. His transformation over the course of the film is great, and a scene with Carrey in full vampire make-up and clothing makes one long to see a serious vampire film with him as a star. I also liked the ice cream truck and took it as a nod to Phantasm (1979). There are enough comic moments that most viewers will at least be occasionally smiling, if not laughing out loud. A scene where Mark's friends are trying to check him for evidence of vampirism is a standout, as is much of the material where Mark and his friends interact. Carrey's scenes with his parents are even better, but there are too few of them. Both Hutton and Karen Kopins (as Mark's girlfriend, Robin) are sensuous. The Countess' vampire clan is severely underused, but they are okay when they do appear. And even the obligatory mid-80s music video/dance scene is mostly tolerable.I also enjoyed the subtext that sex is a means of protection from evil, rather than something dangerous to be avoided. Robin's attitude about Mark's relationships was also a nice change of pace.This is definitely a film that needs to be approached with lowered expectations, but in the right mood, you just might enjoy it.","https://m.media-amazon.com/images/M/MV5BZjkxOWQ2MWItNWQ4Zi00MWRjLTkwYWUtYTBmMmYwOTUzZDgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Caveman","2024.0","","91.0","Comedy, Romance","5.8","55.0","Carl Gottlieb","Ringo Starr, Dennis Quaid, Shelley Long, Jack Gilford","8,632","A caveman seeks revenge on a much larger competitor for the hand of a beautiful cavewoman.","62","Truly one of the greatest films of the 80s","Very few films have the capacity to change the way we think and feel about the world around us. This is one of them.This touching film is about daring caveman Atouk and his brave companion Lar, who are expelled from their tribes, journey through exotic, precambrian lands, learning about the people and world around them. Ultimately they form their own tribe and, more importantly, learn cameraderie, the heart of what it means to be human and to have love. Caught up in the chaos of a savage, ancient world, Atouk and Lar eventually have to struggle just to stay alive.This movie lost the Best Picture Oscar in 1981, but history will likely remember ""Caveman"" for much longer. And with more fondness. The cinematography is excellent. Alan Hume's prehistoric world is photographed as a mystical paradise. Then, we see the horror of human greed, lust and cruelty, also stunningly photographed. There is also a nice scene with a bunch of people thrashing about in a large pile of dung. It looked so realistic, that for a moment, I felt like it wasn't a movie, but a documentary.The acting is top notch, especially early performances from Dennis Quaid, who exposes his buttocks and Barbara Bach, who should have. In one scene, Dennis Quaid makes impressive use of method acting, urinating against a glacier. And Ringo Starr deserved the Oscar he unfairly lost to Dudley Moore that year.Everyone needs to see this movie at least once. Although it might be a little disturbing, the violence is not gratuitous, the love affairs wistful and heartbreaking. Despite the tragic elements, however, the movie is inspirational. One of the best films to come out of the 80s!It's underrated films like this that don't get any publicity and the over-rated, pointless films do. I guess that's just the way Hollywood operates. This is one of the saddest, most touching, most unsettling, most moving films I've ever seen. It's one of the best. It nakedly shows the rudimentary nature of humanity, by showing our primal origins, when a fire, meat and the warmth of a lover and support of friends was all that kept us from the brink of death. ""Caveman"" captures and horrifies the viewer. There is something classical about the plot of ""Caveman."" If Aeschylus was alive today and making films, he would have made ""Caveman.""The vivid imagery and music is outstanding, but the acting and intensity shown is very realistic. This is one of the most harrowing, gripping films I've ever seen, reminding me of so many other films of the era. ""Quest for Fire"" being one, but ""The Killing Fields"" being another. ""The Killing Fields"" is a movie about people who weren't exactly on the front lines, nor are they exceptional warriors. They're everyday people, like you or me, who do what they can to help one another out. ""Caveman"" is like this.I can't put my finger on exactly what it is about this film that gets to me so much, but it is THE most haunting, emotional film experience one could hope for.Excellent performances from the cast. A brilliant score by Lalo Schifrin. Scenes of high emotion, tension, drama, horror and even one or two pieces of light relief, usually involving Shelly Long.An excellent film. Certainly one of the best foreign films in recent memory, ""Caveman"" is ripe for a new Director's Cut edition, or perhaps a modern English-version remake featuring John Malkovich. I have only ever seen the original, undubbed and not-subtitled version (I never figured out what language it was -- probably Swedish) and had difficulty with some of the more elaborate dialogues.","https://m.media-amazon.com/images/M/MV5BMTQ3ODcxYzQtMjM0Mi00ZWU4LThlYTMtMzI0YTFlZmIxZjcwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY209_CR1,0,140,209_AL_.jpg"
"How to Talk to Girls at Parties","2024.0","R","102.0","Comedy, Music, Romance","5.7","50.0","John Cameron Mitchell","Elle Fanning, Alex Sharp, Nicole Kidman, Matt Lucas","12,415","An alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the London borough of Croydon.","93","Waste of an evening.","Two words, utter crap! The title has no relevance to the film at all!","https://m.media-amazon.com/images/M/MV5BMWZkYTllMjctM2E0ZS00NTNjLWE2YjQtODY4YWZjMDJiODVhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Hands of Stone","2024.0","R","111.0","Biography, Drama, Sport","6.6","54.0","Jonathan Jakubowicz","Edgar RamÃÂ­rez, Usher, Robert De Niro, RubÃÂ©n Blades","17,585","The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.","45","When the question is Robert De Nero and the theme is boxing this is a ordinary movie with a very confusing story line......","Robert De Nero is one of my favorite actors and he is a great actor. He already won two Oscars and nominated for at least 5 times. This movie's theme is boxing and this a biography movie. So my expectation was very high and for me, it is a highly anticipated movie because Robert de Nero starring Raging bull is also a boxing- themed movie which's success is known by all. But this movie is pathetic. Total mess and very poor performance by all the lead cast. I think the biggest flaw of this movie is the script. very poorly written and may be not researched well by its contents. It is a biography movie and there are lots of opportunities to show plots and subplots with interesting incidents. You have to choose the best true incidents with transparent history, not the fantasy. But there are no such things in this movie which will be interesting or transparent. The most important thing of a sports biography movie is its twist or the turning points which are completely missing in this movie. The story writer surely missed the opportunities to show the actual suspense and the originality. This is the story of Roberto DurÃÂ¡n Samaniego (born June 16, 1951), he is a Panamanian former professional boxer regarded as one of the greatest boxers of all time his nickname is ""Manos de Piedra"" (""Hands of Stone""). He won many historic matches and in these matches, there are lots of thrill and suspense. At least 15 incidents in his life are happened which are turning points of his career and for his life also. I cannot spoil this and cannot reveal for the known reason. The script and the screenplay are written in a very lazy way and they missed these incidents. The direction is not up to the mark and the director completely failed to maintain the pace which is very important for a biographical drama movie. The script is poorly written and at least 5-6 times I failed to follow the subplot. Content could have been better and the theme is very confusing for realizing and several subplots created over the top impacts.Watch at your own risk and It will be good if you expect nothing from this biographical drama.","https://m.media-amazon.com/images/M/MV5BMjQxNzE4ODU1Nl5BMl5BanBnXkFtZTgwMDA4Njk0ODE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Last Man Down","2024.0","R","87.0","Action, Sci-Fi","3.5","","Fansu Njie","Daniel Stisen, Olga Kent, Daniel Nehme, Stanislav Yanevski","14,043","John Wood left the pieces of a broken civilisation behind, to go back to his roots in the woodland, after a virus pandemic struck the world.","229","I Hope He Stays Down","This movie is so bad even the nudity is rubbish!!!!Suck the personality, characters and story out of a movie and what you have left is Last Man Down.Arnie would not want this guy to 'Get to the chopper'!","https://m.media-amazon.com/images/M/MV5BZGQ2NmQ1MjQtZTc5NS00ZTE1LThiNjEtOTI4ZDUwMjlhZjg3XkEyXkFqcGdeQXVyMjUyOTAzOTk@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Drillbit Taylor","2024.0","PG-13","110.0","Action, Comedy, Crime","5.7","41.0","Steven Brill","Owen Wilson, Josh Peck, Alex Frost, Nate Hartley","62,457","Three kids hire a low-budget bodyguard to protect them from the playground bully.","100","Another inventive comedy from the Apatow crew","I love IMDb.com. I just came here (after seeing the movie) and saw that John Hughes (using a pseudonym) was one of the writers of this movie. That makes sense, because the movie covers the awkwardness, danger and constant potential for life-ruining humiliation that is freshman year high school. Being ""skinny, scared and lonely"", as Drillbit Taylor puts it.One of the other writers is the awesome Seth Rogen, co-writer & co-star of ""Superbad"" and co-star of ""Knocked Up"".Owen Wilson is funny, sexy and heartwarming in this role. The trio of geeky lads who hire Owen as their protector are all played by wonderful young actors. The Apatow organization seems to have a genius for finding great and funny teen actors. I was especially impressed by Alex Frost (he plays the bully) who I think has stardom in his future.The small roles of the film are filled by standup comics and ""The Daily Show"" alumni. Good talent all around.The movie is not perfect. It's front-loaded -- meaning the first half has so many laughs you can't hear all the lines for the laughter. Then it suddenly slows down in the second half. It's still interesting -- just not as funny. And when you get to the violent fighting, that dries up the laughs.Overall though, any film from the Apatow organization is going to be 6 times funnier and more inventive than the average movie comedy out there. So go have some laughs.","https://m.media-amazon.com/images/M/MV5BMTkxNzkwOTc3OF5BMl5BanBnXkFtZTcwMTc1MzU1MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Europa: The Last Battle","2024.0","","746.0","Documentary, History, War","7.2","","Tobias B.","Muhammad Ali, Winston Churchill, Henry Ford, Joseph Goebbels","2,394","World War II revisionist film that claims Jews deliberately caused both World Wars--and that Hitler was only trying to save Germany from the Jews--as part of a plot to found the nation of Israel.","56","Very poorly made, biased and historically incorrect","""Europa - the last battle"" is wrongly categorized as documentary, amateur/fiction/conspiracy would be the right genre. The anonymous maker of the series presents the most revolutionary view at the most important events of mid 20th century and he does it in most amateur way. Victims become aggressors, all known history seems to be complicated, mysteriously plotted conspiracy, tones of evidence such as countless sworn testimonies, documents, photographs, all coming from hundreds of thousands of witnesses of various nationalities, including German, are not addressed here at all. The series is a young man's voice making statements and asking viewers to believe him, plus collage of poor animations, misplaced archival footage and interviews with often anonymous people - once again the viewers have no possibility of confirming and researching anything. Some of these interviews are in fact minutes long outtakes of much longer testimonies, like the lady in blue in part 8 or 9 talking about death camp. The original interview is over 4h long, her name is Dina Gottliebowa-Babbitt. The maker of ""Europa - the last battle"" took what suits his needs and left out the facts that are in strong opposition to his claims. Did Tobias B. (whoever he is) check his sources or did he simply made up a collage of You Tube videos that serve his bias the best? I agree with the part ""do your own research"", don't trust blindly what anonymous people tell you. Especially when learning about most crucial topics of history.","https://m.media-amazon.com/images/M/MV5BN2U3N2ExZTktOGViYy00ZWI4LTk3NWUtZWYwZjAxZGFhNmFkXkEyXkFqcGdeQXVyNzUzMDEwMTU@._V1_UY209_CR15,0,140,209_AL_.jpg"
"Romancham","2024.0","U","130.0","Comedy, Horror","7.5","","Jithu Madhavan","Soubin Shahir, Arjun Ashokan, Chemban Vinod Jose, Sajin Gopu","7,298","A game of Ouija board goes hilariously wrong when seven bachelors unexpectedly invite a spirit and try to make the best out of the situation.","46","A silly film that hardly makes any progress","Honestly this movie hardly progresses. Restricted to a claustrophobic room with the characters engaged in a neurotic Ouija game. Utterly frustrating and honestly a waste of money. The characters are engaged in this game throughout the film though finally the plot moves to some silly supernatural element . The dialogues lack clarity and is liberally spiced with crude humor .The actors have done a reasonably commendable job. Finally it is the story line that hardly captivates and occasionally it tends to be boring too. The sound effects are screechy and disturbing. The ambience is totally revolting and repulsive and radiates only negativity. Please avoid this film.","https://m.media-amazon.com/images/M/MV5BOWRkNDBiMTAtMmJmZi00MzlmLWJjMzUtNDg2YmUzMzRlZmVlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR13,0,140,209_AL_.jpg"
"Searching for Bobby Fischer","2024.0","13","109.0","Biography, Drama, Sport","7.4","89.0","Steven Zaillian","Joe Mantegna, Ben Kingsley, Max Pomeranc, Joan Allen","42,446","A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.","116","Brilliant intelligently sensitive drama","Let me start by saying I am not a person who goes for sentimental, ""heart on your sleeve"" type big dramas that seem to be the idol of most professional critics. In fact, to put it bluntly I totally loathe them. (I prefer movies that at least try to have a cohesive plot line with a reasonably accessible story idea and some decent tight pacing; ie: something that's both informative and fun. This is my interpretation of the classic idea of ""a good story, well told"".)With that in mind, I wish to state that this movie (film, whatever) really does work, at all levels. It's a good intelligent story (apparently based on fact} about a very bright, very young kid who is discovered to be naturally good at chess and enters the serious national tournaments. During which time, there are raised issues of the concept of the winning ethos; and keeping (or losing) your humanity in the process.This cast is magnificent here. The central leads are played by Joe Mantegna and Max Pomerance as the father and son respectively. Both give very well-balanced performances. Sensitive, without being sappy. Max in particular is very good, especially in the dramatic climax of the film; which he handles with total dignity. It could have been so over the top and patronizing in lesser hands, but this time it isn't.They are ably supported by Laurence Fishburne and Ben Kingsley as two different types of coaches, from ""opposite side of the tracks"" (sorry for that old clichÃÂ©). It may seem formulaic, but in this case the dramatic contrasts works surprisingly well, and both come over as intelligent representatives of their particular points of view. And there are also great character moments by David Paymer {QUIZ SHOW, MR Saturday NIGHT, etc} and Hal Scardino {THE Indian IN THE CUPBOARD} as well.Over all, I would highly commend this film as the type of story that manages to tread the fine line between intelligent ideas and an entertaining story. I recommend it to everyone. Give it half a chance and it can work for you. It really is a great example of intelligently entertaining!","https://m.media-amazon.com/images/M/MV5BNTNlYjBjMGEtOTFkZS00MjM5LTk2ZTktYWVmZTc4NzE3NzAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Anomalisa","2024.0","R","90.0","Animation, Comedy, Drama","7.2","88.0","Duke Johnson","Charlie Kaufman, David Thewlis, Jennifer Jason Leigh, Tom Noonan","75,378","A man crippled by the mundanity of his life experiences something out of the ordinary.","175","Poignant, poetic, and heartfelt.","""Anomalisa"" is in my opinion one of this year's most important films. The film centres on Michael Stone, a depressed customer service guru who struggles to connect with others, finally meeting someone he can truly connect with - a woman named Lisa.Anyone familiar with Kaufman's work knows that he has a tendency to write incredibly deep and complex stories embedded with a plethora of themes. ""Anomalisa"" might just be the one exception (or anomaly) to that fact. The story is surprisingly simple; most of it takes place over the course of 24 hours. The messages behind it, fortunately, will still require multiple viewings and further analysis in order to be fully grasped. The final synthesis is elegantly woven to near perfection and is at times humorous and even thrilling. Running at only 90 minutes, the film never feels slow nor bloated. I believe ""Anomalisa"" is a good starting point for those just starting to get into Kaufman's filmography.The stop-motion animation is some of the best that I have ever seen on the big screen. For a project that was funded on Kickstarter, I have to say that the quality of the animation is the equivalent to what you would see in an Aardman Animations or Laika production - if not better. There were certain shots that made me stop and really appreciate the efforts that the team went through just to make all of their characters' movements flow realistically. Kudos to them!The reasons why I think ""Anomalisa"" is one of this year's most important films not only have to do with the way the film was financed and produced, but that it also opens up a dialogue on isolation and social disillusionment - they are usually seen as flaws inherent only within the individual, despite the fact that everyone plays some part in furthering it.""Anomalisa"" is a true work of art on many levels. It is a simple story that touches on a wide range of emotions, riddled with the complexities of our perceptions on relationships. Do not be surprised if this film makes you laugh more than cry. Do not be surprised if this film makes you cry more than laugh - for that is the true beauty of this anomaly of a film.","https://m.media-amazon.com/images/M/MV5BMTkyMzI2MzQ1N15BMl5BanBnXkFtZTgwNDg0MzQxNzE@._V1_UY209_CR1,0,140,209_AL_.jpg"
"Lik wong","2024.0","Not Rated","91.0","Action, Comedy, Crime","7.0","","Ngai Choi Lam","Siu-Wong Fan, Mei Sheng Fan, Ka-Kui Ho, Yukari ÃÂshima","15,085","Riki-Oh, a young man who has superhuman strength, is incarcerated in a private prison, where inmates are treated like slaves. He is forced to use his unstoppable form of martial arts to destroy the corrupt officials and their lackeys.","141","Gore epic.","Close second to ""Dead Alive"" as goriest film ever made. Rivers of ridiculously over-exaggerated red will fill your screen and turn your stomach.Riki was just an innocent (though super-powered, think Mr. Incredible) youth until the day his girlfriend was killed in a botched rape attempt by gangsters. After dealing out his bloody revenge he is carted off to prison where he wishes to serve his sentence as peacefully and undisturbed as he can. However, this pseudo sci-fi Asian prison is any thing but peaceful. Prison film clichÃÂ©s ensue (ie. corrupt guards, an evil warden, an escape attempt).Technically speaking, the movie isn't very good. The sets lack believability, the dialogue is pretty horrible, and the acting is way over board. The bad guys seem to be bad because they can be...either that or they are just bored, one or the other. Outside of Riki, there is no background attached to any of the characters and none of them are ever developed properly. Additionally, the plentiful fight scenes aren't choreographed very well. Top it all off with some of the cheesiest kung-fu dubs ever recorded and you have a film suffering from lack of talent.So why the positive score? This is a damn fun movie, that's why. Each and every fight scene ends with a gory display of gruesome blood letting. Heads crushed, stomachs torn open, eyes popped out, faces cut off, one villain even tries to strangle Riki with his own intestines. Amidst the crimson flow, the dumb-as-a-brick story is awash in unintentional humor; the more serious it takes itself the funnier it is. Even the gore itself makes for a joke, it's so over the top it ceases to offend and becomes a sight gag.Main stream viewers will not get this movie and will simply not like it. Genre fans, however, will find the holy grail of gore flicks.8/10","https://m.media-amazon.com/images/M/MV5BYmU0ODhkMzYtYjdhYy00ODhiLWEyYjItNDk4YzIwZDJlN2I2XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Harry Brown","2024.0","R","103.0","Action, Crime, Drama","7.2","55.0","Daniel Barber","Michael Caine, Emily Mortimer, David Bradley, Charlie Creed-Miles","91,442","An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.","225","Modern Britain","This film accurately depicts life in modern Britain today.Not the image of a flowing rolling countryside of middle class England which is often depicted in typical international films but one of an inner city ""sink"" estate - Elephant & Castle in London - with all of its associated problems.I saw the film last night and it brought back all the memories I have of having lived in similar circumstances.Michael Caine is excellent, this is probably one of his best films and I expect film nominations for his role.The film gives a gritty but realistic view of the life most people live on the sink estates of Britain, all are there through no choice of their own, but some are aware of the conditions they are forced to live in.I don't think we'll see the British government promoting this film as it portraits the country in a very bad light, though, if you are not from Britain and would like a taste of what some of us have to put up with I recommend you see this film.Overall, a very well put together film which will make the hairs on the back of your neck stand up at times.Well done Michael and all of the team.","https://m.media-amazon.com/images/M/MV5BMTM5NjE2NzI2Ml5BMl5BanBnXkFtZTcwNDY0ODUyMw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Bat*21","2024.0","","105.0","Drama, War","6.5","58.0","Peter Markle","Gene Hackman, Danny Glover, Jerry Reed, David Marshall Grant","9,607","During the Vietnam War, Colonel Hambleton's aircraft is shot down over enemy territory and a frantic rescue operation ensues.","46","Bird dog to the rescue","Never saw this film when it was released originally in 1988. Not knowing what to expect, we decided to take a chance watching it on cable when it was shown the other night; it was a complete surprise. Director Peter Markle, working with a magnificent cast, headed by Gene Hackman and Danny Glover, does wonders to recreate this story of valor under the worst possible circumstances.The cinematography is excellent. The film relies on visual effects, that are not to be confused with the incredible special effects that we have seen in other movies. Yes, of course, we all know that they are special, but the movie relies in the interplay between the missing Col. Hambleton on the ground and Capt. ""Bird Dog"" Clark who had the courage to stay focused, first in his plane, and later in the helicopter as he searches for this man, who he didn't even know. It's a tribute that these two military men in caring for one another in a difficult situation. Gene Hackman is an actor that always project convincing character. His take on the colonel is the real thing. Danny Glover, on the other hand, is on target. He demonstrates he has what it takes to hold it against big stars, like Mr. Hackman, or in his films with Mel Gibson. He is a joy to watch in his portrayal of a man who is an honest professional.For fans of action war movies, this is a more real approach to the genre thanks to the vision of its director Peter Markle.","https://m.media-amazon.com/images/M/MV5BNmVjOTZjMDUtY2ZiOS00N2Y3LTlhYzgtMzcxMDdjZmNhMzE5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
"How to Blow Up a Pipeline","2024.0","R","104.0","Action, Crime, Drama","6.9","76.0","Daniel Goldhaber","Ariela Barer, Kristine Froseth, Lukas Gage, Forrest Goodluck","10,177","A crew of environmental activists plot a daring plan to disrupt an oil pipeline.","55","Shallow disguised as deep......","How To Blow Up A Pipeline is sold as a crackling environmental thriller with a message. The fact that it presents the message it has with a hammer doesn't hide the fact that as a film it is just shallow. It is exactly what the title says. It's about a group of climate change activists that plan and carry out the disabling of an oil pipeline in Texas. The problem is that the characters are paper thin. They are just a collection of grievances and slogans, not three dimensional people. I have watched many films like this where I may not agree with the cause or politics of the characters but at least in better movies of this kind I can relate or at least empathize with at least one or some of them. Even though this film uses flashbacks to set up the characters you don't get to know any of them. Those scenes are used to set up and justify their actions which we know is the blowing up of the pipeline. There is no suspense because I didn't care for characters. They are just stereotypes as opposed to fleshed out characters. Each character seems like a bumper sticker representing a particular grievance. This film wants the audience to think about how deep the message is but fails to create compelling characters to support the ambitions of their message.The film is well made but is content with not really delving into the subject it wants to represent. The filmmakers sabotage their own message by being so superficial.Grade: C-","https://m.media-amazon.com/images/M/MV5BYmQyOGQxMGQtNzVjMy00ZmQ2LTg5NzAtZTNkNDMzODkyZDgzXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_UY209_CR0,0,140,209_AL_.jpg"
"Pensati sexy","2024.0","","92.0","Comedy, Romance","4.9","","Michela Andreozzi","Diana Del Bufalo, Valentina Nappi, Alessandro Tiberi, Raoul Bova","550","Stuck in a dead-end career and on a string of terrible dates, the life of 30-something Maddalena is a total mess. Until one day she meets an unlikely guardian angel that comes to her in the form of real-life porn star Valentina Nappi.","3","Light but enjoyable","It is a ""light"" film, but it doesn't deserve a 4. There are way worse movies than that, than coould be predictable but also quite enjoyable if you understand what you are going to see. Fore sure it is not a film for cinemas, but for an evening at home, with pizza, sofa and a comedy, is perfect. Nice soundtracks, the (real) pornostar's parts are so staged and faked to result funny. The message behind the whole plot is nice, the ""rules"" are valud rules. The thing I didn't like at all were the costumes of the main character, dressed really bad without a reason in the whole film (apart for the fantastic animal sweathers).","https://m.media-amazon.com/images/M/MV5BMThiYWY4ZGUtZTQ4NS00Y2U4LWE0OGMtZTA3YTEzNWNhYTMyXkEyXkFqcGdeQXVyMTU0MzA4MDc2._V1_UY209_CR0,0,140,209_AL_.jpg"
