"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"The Broken Hearts Club: A Romantic Comedy","1998.0","","94.0","Comedy, Drama, Romance","6.9","51.0","Greg Berlanti","Timothy Olyphant, Dean Cain, Zach Braff, Ben Weber","8,199","An insight into the turbulent lives and loves of a gay clique based in Los Angeles.","113","""I can't decide if my friends are the best or worst things that happened to me.""","That statement is part of what makes this is a terrific film about love, friendship and betrayal -- betrayal of friends, the people you are supposed to care most about and ultimately yourself. This is also a film about facades, lying and truth telling.From the opening montage of `Gay or Not Gay' in a supermarket this is a film with many laughs and people that you want to care about.A true ensemble cast, ostensibly headed by Timothy Olyphant as Dennis, is only part of what makes this a fine piece of cinematic work.Dean Cain (Cole) as the pretty-boy actor at one point says about his obvious good looks: ÃÂIt's my way in ... and then I have to prove if I have the #@%* to back it up.'  Mr. Cain proves that he does have the ability to back it up.  Matt McGrath (Howie) as a man searching for love and doesn't realize he has it within his grasp, has a Mathew Broderick look that is very engaging.The always-interesting John Mahoney is outstanding as the coach of the `Broken Hearts Club' baseball team that wears the uniform of his restaurant and bar where the perennially losing team goes after their pathetic attempts at playing baseball.Colour becomes a character as embodied by Robert Arce as `Purple Guy.'  He speaks only once in the film -- but it is worth listening to.There are many outstanding actors -- many currently in television series -- John Mahoney (Fraser), Zach Braff (Scrubs), Chris Payne and Ben Weber who have both done time on `Sex in the City.' But it was particularly nice to see Jennifer Coolidge who will always be Stiffler's Mom in the `American Pie' films. Andrew Keegan as Kevin the `newbie' is exceptional -- learning about himself and life in West Hollywood whether he wants to or not.This is very much writer/director Greg Berlanti's film -- these must be people he knows and so writes about.  At one point one of the characters says 'they should make a movie about us.'  Well, Mr. Berlanti did and it is quite an accomplishment because even though the characters are gay the lives they lead, the questions they ask, the problems they face and the joys they experience are universal.","https://m.media-amazon.com/images/M/MV5BMmZlODkzNmItZmIwZi00OGYxLTkwMjQtMzlhYmYwNjMwNzlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Tracks","1998.0","PG-13","112.0","Adventure, Biography, Drama","7.1","78.0","John Curran","Mia Wasikowska, Adam Driver, Lily Pearl, Philip Dodd","31,772","A young woman goes on a 1,700-mile trek across the deserts of West Australia with four camels and her faithful dog.","70","An experience that assumes a dreamlike and spiritual aura","Poet and naturalist Diane Ackerman said, ""The great affair, the love affair with life, is to live as variously as possible, to groom one's curiosity like a high-spirited thoroughbred, climb aboard, and gallop over the thick, sun struck hills every day."" One such high-spirited thoroughbred is Australian naturalist Robyn Davidson who, at the age of 27, crossed the Australian outback in 1977 from Alice Springs to the Indian Ocean with only four camels and her dog as companions. Nominated for Best Film at the Venice Film Festival, Director John Curran's Tracks documented Davidson's nine-month journey of 1677 miles without adding layers of melodrama to distract us from her true spirit of adventure and love of nature.Based on Robyn Davidson's classic travel book of the same name and supported by the extraordinary cinematography of Mandy Walker and the lovely score by Garth Stevenson, the film follows Robyn as she travels solo across the unfathomable desert. Sponsored by National Geographic magazine, photographer Rick Smolan (Adam Driver) was chosen by the magazine to photograph her journey for the magazine, but only meets up with her at scattered points during her trip. Davidson at first finds Rick annoyingly over-talkative, but slowly warms to his support and caring and they become friends, while still keeping their distance.Not much information is given as to Robyn's motivations in undertaking this adventure, but the film does provide flashbacks over the course of the film informing us about events in the naturalist's past involving loss and disappointment. In some ways, comparable to Chris McCandless' odyssey as documented in Sean Penn's 2007 film Into the Wild, Robyn's goal is to convince herself that she is up to the task of following her own path without having to conform to society's expectations. In spite of her need for solitude, however, she learns to compromise with friends and reach an understanding with visiting journalists looking for a story, even though at one point she says to a resident of the desert, ""It's hard to explain that I just want perfectly nice people to shut up and die."" Though Robyn does her best to avoid the unwanted company, she eventually recognizes her need for support from others, not only from Rick, but also from an Aboriginal elder named Eddy (Roly Mintuma), who accompanies her to make sure that she avoids the Aboriginal's sacred land. Mia Wasikowska as Davidson perfectly captures the sharp edges of her enigmatic personality while still retaining her adamant refusal to be the effect of her social limitations. It is a strong performance that may earn her consideration for a Best Actress award at the 2014 Oscars.Though some viewers may become restless with the unchanging landscape and the lack of overt drama, obstacles do appear in the form of wild bull camels charging towards her and the need for her to take a 160 mile detour to avoid Aboriginal lands. While Tracks has a surprising amount of clutter for an adventure into the wild, as Davidson comes closer to her goal, the growing quiet and emptiness of the vast outback turns her journey into an experience that assumes a dreamlike and spiritual aura.Through it all, her fierce determination to accomplish her goal while still retaining her sense of self grows stronger. Davidson in a recent interview said that ""At the time, all young people pretty much wanted to do extraordinary things and extend the limits of what had been given to them as their roles."" Poet e e cummings agrees, saying, ""To be nobody but yourself in a world which is doing its best, night and day, to make you everybody else means to fight the hardest battles which any human being can fight, and never stop fighting."" That is the legacy of Robyn Davidson.","https://m.media-amazon.com/images/M/MV5BOTkyMjIzOTQ4MV5BMl5BanBnXkFtZTgwOTkzMDM1MTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"CosÃÂ¬ come sei","1998.0","","109.0","Drama, Romance","6.3","","Alberto Lattuada","Marcello Mastroianni, Nastassja Kinski, Francisco Rabal, MÃÂ³nica Randall","1,659","Stuck in a dysfunctional marriage, a middle-aged architect has a chance encounter with an alluring student and they start an affair. He wants to be loved; she needs a meaningful relationship. However--could he be her missing father?","2","Nastassja Kinski 1978: star power of the first order of magnitude","""Stay as You Are"" was Nastassja Kinski's fifth film following the 1975 Wim Wenders, ""The Wrong Move,"" a so-so 1976 ""To the Devil...a Daughter,"" and the two forgettable's: 1977 ""Only For Your Love"" and the 1978 ""Boarding School."" It is an Italian film of the time with its own mores with respect to extra marital affairs - a repeated undercurrent in many Italian films. ""Stay as You Are"" follows an older man who is contemplating an affair with a young girl, Nastassja Kinski, who is the same age as his own daughter but with the complication that Nastassja may actually be his real daughter from an affair of twenty years ago. A good European director can finesse this sort of situation. Most American directors would be over their heads and would be fortunate if they could tread water because the subject would be taboo in the American market. The actor is the legendary Marcello Mastroianni who at the time would have been 54. In viewing her early films, it is hard to not conclude that Nastassja has a birth year of 1959 and not the claimed 1961 because of her physical development. Perhaps she was just precocious. That would have placed her at nineteen for this film. The next year would give us Roman Polanski's ""Tess"" and ""Stay as You Are"" was a good prelude because it showed that, even at her young age, Nastassja had the screen presence to carry movies on her own opposite one of the European super stars of the time. The VHS tape that I saw was dubbed into English with neither voices matching either Nastassja's or Mastroianni's actual voices. For me, it is better to watch a movie in its native language with English subtitles, unless the principal actors do their own dubbing. An awful example of English dubbing is the French movie ""La Femme Nikita."" The voice is an integral part of an actor's screen presence, unless playing a mute like Nastassja did in ""The Wrong Move."" Some actors always sound the same, movie after movie. Nastassja Kinski is able to change her voice, according to the the needs of her role. She is one of very few actresses who is fluent in multiple languages. In ""To the Devil...a Daughter"" it is English, ""The Blonde"" it is Italian, ""Moon in the Gutter"" it is French, ""Terminal Velocity"" there is a little Russian. The bulk of her movies are in English. ""Faraway, So Close"" there is both German and English. ""Paris, Texas"" has Nastassja in a convincing Texan accent in which one would be hard pressed to know from the voice that it is she.Marcello Mastroianni always seems to bring a signature vulnerability whose intensity varies with the role. These characters are usually thoughtful and contemplative with an edge of awkwardness. Another way of putting it, is that these roles usually have depth. In ""Stay as You Are"" Mastroianni is almost entirely reactive to Nastassja's character. At first, he pursues her, then she pursues him because she likes older man. Then it is back and forth. Nastassja has to carry the movie. Sometimes she is flighty and silly. Other times she is serious. Her physical beauty is easily matched by her acting talent. Her movements are fluid, sometimes discontinuous, and her face ever changing as appropriate to the situation. Nastassja Kinski is a great natural actress who makes everything look easy. Her performances are always intelligent with a screen savviness that can be mesmerizing.""Stay as You Are"" is a tender romantic jewel that is difficult to find on VHS tape and expensive, if found. Along with ""The Wrong Move,"" it would benefit from a first class transfer onto DVD with commentaries from Wim Wenders and Nastassja Kinski. I would have to include both ""The Wrong Move"" and ""Stay as You Are"" in any list of her core set of movies. There is a region 2 DVD widescreen version that is playable on a computer DVD, but it is in Italian with no English subtitles. With its not unexpected symmetry, ""Stay as You Are"" and Nastassja Kinski is cinema magic.","https://m.media-amazon.com/images/M/MV5BNjUyZDVhYjMtOWRkOC00MTc5LTk3ZWUtZGExZjc2NTE4YjdmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR9,0,140,209_AL_.jpg"
"Lion of the Desert","1998.0","","173.0","Biography, Drama, History","8.2","","Moustapha Akkad","Anthony Quinn, Oliver Reed, Rod Steiger, Irene Papas","17,408","In 1929, Italian Fascist dictator Benito Mussolini appoints General Rodolfo Graziani as colonial governor to Italian Libya with orders to stamp-out all resistance from Libyan nationalists led by rebel guerrilla leader Omar Mukhtar.","74","I worked on this film","In 1979 I was the Sound Recordist on 'Lion of The Desert' film of the film so had first hand experience of this terrific Production.Moustapha Akkad is a first class Producer and the facilities he provided for the unit in the middle of the Libyan Desert were fantastic.  I mention this because it had a strong influence on the subsequent quality of the film. I was recordist on the interviews and PR documentary material for this great film and I am proud to have been involved with it.I had first hand experience with Anthony Quinn during the shoot.  He was totally dedicated to his role.  Olly Reed was able to put up a good performance but did give us a few problems with his usual antics! The rest of the cast were brilliant and the result impressive. The scale of this Production was incredible and the thought that went into the organisation of it was amazing.If you would like me to answer any further questions about this, please leave messages on my notice board.  Look me up under Lionel Strutt.  I did not receive a direct named credit on this production because I was working, as I said, on the film of the film or TV documentary.  However I did spend months in the desert with the production and crew. So can relate a few interesting stories!","https://m.media-amazon.com/images/M/MV5BNGUxMDYzNjktNjgwZi00ZjIwLTgwNzItNDQ5Mzg5ZWU0YWRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR6,0,140,209_AL_.jpg"
"Severance","1998.0","R","96.0","Comedy, Horror","6.4","62.0","Christopher Smith","Danny Dyer, Laura Harris, Tim McInnerny, Toby Stephens","40,719","During a team-building retreat in the mountains a group of sales representatives are hunted down one by one.","158","Fantastic Film!","I saw a screening of this film recently and loved it! It is truly original and one of the best horror/black comedy films I have ever seen. The story is gripping and the cast is excellent - some of the finest British actors give star performances - in particular a stellar performance from Danny Dyer.Normally this type of film can be all blood and guts, but Severance manages to combine the horror element (ie enough blood & gore!) with a gripping story line which keeps you on the edge of your seat throughout the film.You will be either clutching the person next to you or howling with laughter as the filmmakers take you on an extreme roller-coaster ride. I will be surprised if this film is not a huge hit!!","https://m.media-amazon.com/images/M/MV5BN2FkZjM2ZTUtMGNlYy00MTQwLWIyNDktN2Q0MzNiYzEwMDA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Lifeguard","1998.0","R","98.0","Drama, Romance","5.6","34.0","Liz W. Garcia","Kristen Bell, Mamie Gummer, Martin Starr, Joshua Harto","15,219","A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.","51","What a movie!","I'm voting 10, solely to bring the points up, but movie isn't that great. Its around 8 at its best. But, come on, 5.5?!!On the other hand, this is one though, SOB kinda movie. Its really hard to understand, and hard to love it. We less fortunate - we dig it and we dig it deep and completely. True beauty of this flick is in the ""wholesomeness"" of the Big Picture - and it seems too heavy for most American viewers to understand it. Yeah, there is age difference, but thats completely out of the point. I myself was in the similar position not that long time ago and we weren't the friends :D Thats why I could see some of the masters work by Bell - her face when Little Jason is starting his story. It goes from focusing attention to smile, but that is one really specific smile - it comes from the heart. Let me tell you - Kristen Bell is pure magic. She already had me in Veronica Mars, but this is much better. Shes magnificent artist and now I understand why she done this movie. It fits her really well.Also, writing is really original - no big ""turnover"", no ""comeback"", not a f***n happy ending - it ends but end is not really an end. You're left with a though of love between Leigh and Jayson, but with a kind of hope.Like I said, most Americans defines their relationship as ""statuary rape"" and have a panic attack when movie didn't teach us that their this were wrong. Well, this is obviously a hard thing to swallow. Judgment is left to us, the viewers. If you need a frikin confirmation of yours beliefs, what kind of beliefs are those? ofc its immoral, questionable, unfair to the younger partner, but that was a love on a first sight.I was really depressed in the end, especially cause I expected from the poster for this movie to be some kind of mindless fun with Veronica Mars. Hot blonde, bathing suite, underage teenagers.. Lets rock'n'roll! Lets push the boundaries really far, far away.. And this movie did it - it awakens true feelings and some painful memories and its REAL. Unlike most hollywoodesque garbage nowdays with utter boring scripts, this one feels like real life. Its ART. Its not ""best movie of our times"", there are a lot of flaws, but its much closer to the ART than all the Batmans in this cruel world.","https://m.media-amazon.com/images/M/MV5BMjExOTI5MjY3Ml5BMl5BanBnXkFtZTcwMjU2NDk3OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Der Baader Meinhof Komplex","1998.0","R","150.0","Action, Biography, Crime","7.3","76.0","Uli Edel","Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek, Bruno Ganz","40,160","A look at Germany's terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings, and assassinations in the late 1960s and '70s.","108","Little more than a vanity project for Bernd Eichinger","Once every few years, Bernd Eichinger feels the need to prove to everybody that he has the biggest dick in the German film industry. In order to do this, he refrains from making cheap stupid international movies like ""Resident Evil"" and dumb German comedies and makes a big movie that he calls important. After ""Der Untergang"" and ""Das Parfum"" we now get ""Der Baader-Meinhof Komplex"".One really wonders who this movie was made for. People who don't know anything about the RAF will not understand most of what is going on. People who know some stuff about this will only find the things that they already know and experts on the topic will be horrified about the simplifications and elisions.The movie looks great, as it should be expected. It really looks like it is from the era. All technical aspects are wonderful, the cinematography, the action, sound, effects. And the actors do an incredible job. Martina Gedeck and Johanna Wokalek stand out in this universally good cast as Ulrike Meinhof and Gudrun Ensslin.Also, to be fair, it has to be said, that the beginning of the movie is really gripping and well done. The viewer gets to understand a lot about the feeling of the time and the intentions of the protagonists are well-explained.But the whole thing goes downhill after a while. By the time Ulrike Meinhof joins the group and Andreas Baader breaks out of prison, we lose focus. Suddenly there are new members in almost every scene and none of them gets introduced properly (with the exception of Peter-JÃÂ¼rgen Boock). Certainly, not every character needs a back story, but it would have been essential to tell the audience at least how these recruits got to join the group in general.By the time that Meinhof, Baader and Ensslin are imprisoned, we really don't care about the RAF any more. And this is mainly because we have no idea who these ""2nd generation"" people are. Even people who know about the RAF will wonder who this or that guy in each scene is supposed to be because only few of them are even mentioned by name. The assassinations of von Mirbach, Buback and Ponto are just checked off a list to get the story to completion. And the whole Schleyer-kidnapping as well as the attack on the ""Landshut"" which are supposed to serve as the climax of the movie have terrible timing and leave out so much important information.But also the handling of characters of the ""1st generation"" is done poorly in parts. Raspe is basically absent from the movie until he gets taken in by the police, same with Meins, whose only purpose in the movie it is to get captured, force-fed and then die. Only these three scenes. Nothing more is seen of him! Neither Eichinger nor Edel really cared to explain or teach anything. The whole thing was just planned as a big production to show off 2/3 of the more well-known actors working in Germany in one movie. Even the guy who attempts to assassinate Rudi Dutschke gets played by a well known actor (Tom Schilling). What this movie would have needed is the kind of epilogue that Eichinger put at the end of ""der Untergang"" to show what happened to some characters and also to even explain who these characters were supposed to be.So, we only have one more chance to find out. Since the movie is filled with well-known actors, reading the credits might help. No chance here. Except for the main characters no character name is mentioned in the credits, only the actors who showed up. To me, this is the ultimate proof that Eichinger didn't care about the characters at all, all he cared about was the actors he could squish into this movie.There are other things that others will criticize, for example the way the victims are turned just into cardboard figures with no purpose other than getting assassinated, or the fact that the German government, which was very involved especially in the final act, is not present at all. I personally do not mind these things too much, because I understand that this is not the story the makers wanted to tell.I only criticize the movie for what it is. A nice-looking, but unfortunately very hollow and confusing piece of work. Too bad. It was a great chance that was missed here.","https://m.media-amazon.com/images/M/MV5BOWViYjU3MGYtMTExYy00OTgzLThiZWItZTgwNDI0NDM3OWNlXkEyXkFqcGdeQXVyMDAyMjM2OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Tsumetai nettaigyo","1998.0","","146.0","Crime, Drama, Horror","7.1","66.0","Sion Sono","Mitsuru Fukikoshi, Denden, Asuka Kurosawa, Megumi Kagurazaka","14,561","The lives of a bored suburban couple are changed forever when a seemingly nice old man gives their daughter a job at his fish store, and soon his gruesome hobbies are brought to light.","53","Feel Bad Cinema","Even though the protagonist (Shamoto) is an adult, this is essentially a coming-of-age movie in a doomed world. Shamoto is introduced to Murata, a psychopath. Everyone seems to do what Murata wants them to, including Shamoto's wife and daughter. Shamoto tries to go against the grain, to say 'I don't want things to be like this.' But he finds himself alone against everything and has to learn some unpleasant truths about the world.This is a very bleak movie and over-the-top in its negativity. It can be hard to watch at times but the violence is not gratuitous. It serves a purpose. The (brilliant) ending would not have the same impact without what came before.Even though this is a crazy, overblown movie about a psycho killer, it only uses that as framework to address more universal issues of abuse, authority, dependency and responsibility.I don't usually write reviews here. Just wanted to defend a very good, tragic and thought-provoking movie. This is definitely not just more gore for gore's sake.","https://m.media-amazon.com/images/M/MV5BMTQ2NjY3NzU1NV5BMl5BanBnXkFtZTcwODA5MjgxNg@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Brick Mansions","1998.0","UA","90.0","Action, Crime, Thriller","5.6","40.0","Camille Delamarre","Paul Walker, David Belle, RZA, GoÃÂ»chy Boy","44,138","An undercover Detroit cop navigates a dangerous neighborhood that's surrounded by a containment wall with the help of an ex-con in order to bring down a crime lord and his plot to devastate the entire city.","100","Better watch the ORIGINAL!!!","This movie is a bad REMAKE of the original french production: ""Banlieue 13"" ( http://www.imdb.com/title/tt0414852/ )... And believe when I say that it's not worth your time! The first movie has better acting and story! That is obvious by comparing the ratings of both monies... And to top that of, in the second movie they changed some details that you know ""made sense""!!! All in all, i recommend to anyone to watch the first movie! And i guarantee that you enjoy 84 minutes packed with action, free running, shooting and fighting...ENJOY!","https://m.media-amazon.com/images/M/MV5BOTI0ODQ2MzY5NF5BMl5BanBnXkFtZTgwNTcxNzQxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The Shameless","1998.0","","114.0","Crime, Drama, Thriller","","","Konstantin Bojanov","Auroshikha Dey, Tanmay Dhanania, Mita Vashisht, Kiran Bhivagade","","After killing a cop in a Delhi brothel, Renuka takes refuge in a northern India community of sex workers. There, she begins a forbidden romance with the 17-year-old Devika. Against all odds, they try to forge their path to freedom.","0","","","https://m.media-amazon.com/images/M/MV5BMDJiN2IxMWYtYjcwMi00MWFjLWExMjktM2VkZGEwNGYxNjNjXkEyXkFqcGdeQXVyMzUyNTM0NTY@._V1_UY209_CR3,0,140,209_AL_.jpg"
"Coffee and Cigarettes","1998.0","UA","95.0","Comedy, Drama, Music","7.0","65.0","Jim Jarmusch","Bill Murray, Tom Waits, Roberto Benigni, RZA","67,567","A series of vignettes that all have coffee and cigarettes in common.","174","A blast (***1/2)","Talk about an appropriate title. This is a collection of 11 short stories directed by indie stalwart Jim Jarmusch (""Strangers in Paradise"", ""Ghost Dog: The Way Of The Samurai"") that have been filmed over the last 18 years, all of which involve two or more characters simply sitting at a table, conversing over...yep, coffee and cigarettes. In the hands of a lesser director that might be extremely boring, but Jarmusch is a master of subtle understatement and great deadpan humor. This may be one of the funniest movies you've ever seen in which no one cracks a smile. Almost all the actors play themselves, which adds a meta-theatrical, slightly surreal touch to it all. Among my favorite stories are one in which an overly eager Alfred Molina has a surprise in store for coolly arrogant fellow actor Steve Coogan and a great one in which Cate Blanchett plays both herself and her jealous cousin Shelby. Then there's the one where Tom Waits and Iggy Pop meet in a dive bar to discuss things and have a smoke (to celebrate quitting smoking), Jack and Meg White of the White Stripes experimenting with a Tesla coil, and in the funniest casting, RZA and GZA of the Wu-Tang Clan sharing some downtime with, of all people, Bill Murray. I also like the one with Spike Lee's twin siblings, Joie and Cinque, dealing with an invasive waiter (a hilarious Steve Buscemi). Almost all the stories are excellent, but there are three that are very forgettable and pretty unnecessary, and they're all in a row, which disrupts the flow of the film. If those three had been taken out, ""Coffee and Cigarettes"" would be just about perfect, but it's still really good. And those three are out of the way in the first half, anyway. For the first hour the movie feels mainly just like fun. Straight-faced, deadpan, B&W comedy just like ""Strangers In Paradise"". But as it goes on, and strange connections are made between the stories, it seems to have a sudden dreamlike depth to it. The final story in particular, in which two old men in a dark room (Bill Rice and Taylor Mead) discuss life while on a coffee break that feels like it'll last forever, has a distinct ""Waiting For Godot"" feel and ends the movie on a perfect note of haunting, existential sadness. It was at that point that I realized I hadn't just watched a string of jokey short stories, but a string of jokey short stories that say a lot about human nature and life in general. And if that's not enough to interest you, how often do you get to see Tom Waits and Iggy Pop have a conversation? Or RZA, GZA, and Bill Murray?","https://m.media-amazon.com/images/M/MV5BNDg4MmFiNDAtYWIyYi00Mjg5LWFjMzYtYzc1YTcyODBiNTNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg"
"High Art","1998.0","R","101.0","Drama, Romance","6.6","73.0","Lisa Cholodenko","Radha Mitchell, Ally Sheedy, Patricia Clarkson, Gabriel Mann","11,120","A young female intern at a small magazine company and a drug-addicted lesbian photographer slowly fall in love while exploiting each other to advance their respective careers.","99","good movie period, not good lesbian movie","I've been reading a lot of the comments about this movie, and i've seen it probably 3 or more times. Yet most of the comments seem to establish it as just a lesbian movie. I don't believe that. I am a lesbian yet that has nothing to do with what i think about the movie, and the same goes for the characters. Syd falls in love with Lucy but i don't see is as her ""coming out as a lesbian"". She's opening up to new feelings, and it just happens to be with a woman who is in a disastrous relationship already. Yet the movie itself grasps the inner depths of the characters. All the scenes seem to fold perfectly amongst each other, the subject of photography probably had something to do with it giving it a more symbiotic meaning to the story. This movie was great and every time i watch it i am left with a serene complacent feeling, even though the ending wasn't as expected.","https://m.media-amazon.com/images/M/MV5BMGY4NTRmN2ItMDFkMS00YjY4LWFlZWEtZGFkYjRjODE2OTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR1,0,140,209_AL_.jpg"
"Fucking ÃÂmÃÂ¥l","1998.0","","89.0","Comedy, Drama, Romance","7.5","73.0","Lukas Moodysson","Alexandra DahlstrÃÂ¶m, Rebecka Liljeberg, Erica Carlson, Mathias Rust","55,451","Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.","302","I have NEVER been affected by a movie like I have by this one","That scene in the car. That scene brought back every hope and dream I could remember as a 15 year old in love with a girl in my class I would never have. It was a validation of all those wonderful daydreams you had at that age and the hope that sprung from them. It was a moment that would send that pang in your heart to heights it's never known.You're never in love like you are at that age - and when you watch a film like this where you can become so completely involved in the life and emotions of a girl like Agnes - and see her greatest hope realized after a day of humiliation and pain - your heart soars. In fact, I can't think of a moment in a movie that is as perfect as this one.There's a universal quality to the feelings this film evokes that will pull in everyone who has a heart. I'm many years beyond high school - and of the opposite sex of the two protagonists in the film - and I still can't help but identify completely with this movie. Much of this has to do with the two actresses in the lead roles. Where did this director find these two phenomenal actresses? Rebecca Liljeberg has such a quiet and powerful range. Watching her react to other characters is one of the great pleasures of this film. Alexandra DahlstrÃÂ¶m takes a role that, in anyone else's hands would be either shallow or unbearable, and makes a character so complete, beautifully vulnerable and full of life you can understand why everyone loves her. These two girls - they are so wonderful, expressive and real you just want to hug them. I saw this film when it came to New York, loved it then when i saw it once during what seemed like only a two week run, then recently remembered it and rented it. I have seen it 5 times since and I'm sure I'll see it many times more. It is a film that transcends gender, sexual orientation and age. And for all you English language folks out there (I'm one of you), the subtitles will not be a drawback. In fact, watching this film in it's native language brings you even closer to these characters when you realize how familiar life is as a human being, no matter where we're from. How much we all have in common when it comes to matters of the heart. It's a nice little extra to be reminded of, since it's something we sometimes tend to forget.My praise cannot be more genuine, heartfelt and complete. Get this film. Your day will be made by it. You'll be telling your friends about it. In a busy life where there's a lot of distraction, you'll remember for a moment how wonderful it is to be alive and in love - and how that's worth everything in the world.","https://m.media-amazon.com/images/M/MV5BZjMwODBmMWMtYzg5OS00MWZmLTljM2EtYWI4Zjc3ZmU4ZWFlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Sands of Iwo Jima","1998.0","","100.0","Action, Drama, Romance","7.0","75.0","Allan Dwan","John Wayne, John Agar, Adele Mara, Forrest Tucker","11,430","Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline.","72","Exploiting A Symbol","Although Clint Eastwood's recent Flags of Our Fathers has told the real story about the flag raising at Iwo Jima, it hasn't diminished any of the impact that Sands of Iwo Jima has, either back when it was released or viewed today.In fact because the three surviving flag raisers, Joseph Bradley, Rene Gagnon, and Ira Hayes all were in this film it's even more proof of how the symbolic flag raising has become mythologized.Of course the real heroism was in capturing the island that was less than a 1000 miles from the main islands of Japan and the airfields on Iwo Jima that could be used by our bombers for land based flights. It took about a month to do that, the flag was raised on the fifth day.I read a history of the United States Marine Corps from it's formation during the American Revolution. Over the course of its history it was interesting to learn that the Marines many times were threatened with extinction, to be folded into either the army or navy right up to and including World War I.Right after World War I a very farsighted man named John A. Lejeune became the Marine Corps Commandant and he saw that we would be in a war in the Pacific with the Japanese as our foes. He also saw that the survival of the Marines as an entity involved them training for a very specialized kind of mission, amphibious warfare. He started training them for that and come World War II they were certainly ready. John Wayne as Sergeant Striker got one of his most memorable parts of his career in Sands of Iwo Jima. Striker is a tough as nails Marine Corps lifer whose got a job to whip a lot of recruits into shape for the later Pacific landings after Guadalcanal. He's also got one lousy personal life as his wife's left him and taken their son.Wayne got his first Oscar nomination for Best Actor in this part. There's a couple of other films he should have gotten a nomination for, but that's another story. Among his competition in 1949 was Kirk Douglas for Champion, Richard Todd for The Hasty Heart, and Gregory Peck for Twelve O'Clock High. Note three of the nominees were for World War II related films. But the winner that year was Broderick Crawford for All the King's Men. At least Peck and Wayne both got Oscars later in their careers.John Agar who was trying to carve out a reputation as being more than Mr. Shirley Temple back then plays the son of a former commander of Wayne's who has a problem with his Dad and takes it out on Wayne attitude wise as a surrogate father. Julie Bishop and Adele Mara play women drawn to both Wayne and Agar respectively.Of the supporting cast who play members of Wayne's platoon, my favorite is Wally Cassell, the wisecracking city kid who finds a tank to help his platoon out during a sticky situation.Flags of Our Fathers teaches us about how the flag raising symbolism became part of the Marine Corps heritage. Sands of Iwo Jima exploits that symbol in the best sense of the word. After almost sixty years, it's still a fine film with a grand performance by the Duke.","https://m.media-amazon.com/images/M/MV5BYzgxNGY1OWUtMTg1ZS00NjlhLWFjYzYtMjA0MzI1YzFlYTZiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The Perfect Date","1998.0","13","89.0","Comedy, Romance","5.8","","Chris Nelson","Noah Centineo, Laura Marano, Odiseas Georgiadis, Camila Mendes","43,203","To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.","202","Predictable and cringe worthy","I almost fell asleep 3 times while watching this movie. Do yourself a favor and watch something worth your time. The characters have very little chemistry and poor personal development. Besides their storylines being shallow, it was even more unbearable having to watch another stereotypical ""I'm not like other girls/I'm sarcastic and wear combat boots"" trope on screen. Even though I like Noah Centineo, it gets tiring seeing him play the same roles over and over again. He can do better.","https://m.media-amazon.com/images/M/MV5BZGRhOWM5MzQtM2FlNi00Zjc5LThmZmUtZTI2NzY0MTA1YjM2XkEyXkFqcGdeQXVyODQwODA1MjY@._V1_UY209_CR0,0,140,209_AL_.jpg"
